episode_hash,task,task_description,lab,embodiment,num_frames,objects,rig_name,zarr_mp4_path,zarr_processed_path,canonical_task,split,embedding_dim,embedding_norm,frames_sampled,decoded_frame_count,fps,embedding_model,embedding_version,embedding_json_path,curation_variant
2026-04-08-13-09-45-659288,fold_black_t-shirt,Fold a black t-shirt in half on a table by aligning the edges and pressing it flat.,microagi,human_bimanual,158.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-09-45-659288.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-09-45-659288.zarr,fold_clothes,train,512,0.9999999403953552,8,158,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-08-13-09-45-659288.json,random-774
2026-04-08-13-18-02-639434,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sleeves inward and folding the garment in half.,microagi,human_bimanual,219.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-18-02-639434.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-18-02-639434.zarr,fold_clothes,train,512,1.0,8,219,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-08-13-18-02-639434.json,random-774
2026-04-08-13-18-29-016101,fold_black_t-shirt,Fold a black t-shirt on a table by aligning and folding the sleeves and body into a compact shape.,microagi,human_bimanual,173.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-18-29-016101.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-18-29-016101.zarr,fold_clothes,train,512,0.9999999403953552,8,173,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-08-13-18-29-016101.json,random-774
2026-04-08-13-18-46-824434,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact rectangular shape.,microagi,human_bimanual,830.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-18-46-824434.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-18-46-824434.zarr,fold_clothes,train,512,1.0000001192092896,8,830,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-08-13-18-46-824434.json,random-774
2026-04-08-13-19-17-101972,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangular shape.,microagi,human_bimanual,194.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-19-17-101972.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-19-17-101972.zarr,fold_clothes,train,512,1.0,8,194,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-08-13-19-17-101972.json,random-774
2026-04-09-09-29-20-377676,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sides inward into a compact rectangle.,microagi,human_bimanual,544.0,,,s3://rldb/processed_v3/microagi/2026-04-09-09-29-20-377676.mp4,s3://rldb/processed_v3/microagi/2026-04-09-09-29-20-377676.zarr,fold_clothes,train,512,0.9999999403953552,8,544,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-09-09-29-20-377676.json,random-774
2026-04-09-09-29-51-315463,fold_black_t-shirt,Fold a black t-shirt on a table by laying it flat and folding it into a compact shape.,microagi,human_bimanual,375.0,,,s3://rldb/processed_v3/microagi/2026-04-09-09-29-51-315463.mp4,s3://rldb/processed_v3/microagi/2026-04-09-09-29-51-315463.zarr,fold_clothes,train,512,1.0,8,375,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-09-09-29-51-315463.json,random-774
2026-04-10-13-48-20-322972,fold_black_t-shirt,Fold a black t-shirt in half on a table and press it flat into a compact rectangle.,microagi,human_bimanual,182.0,,,s3://rldb/processed_v3/microagi/2026-04-10-13-48-20-322972.mp4,s3://rldb/processed_v3/microagi/2026-04-10-13-48-20-322972.zarr,fold_clothes,train,512,0.9999999403953552,8,182,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-13-48-20-322972.json,random-774
2026-04-10-13-50-20-999791,fold_black_t-shirt,Fold a black t-shirt on a table by bringing the sides together and pressing it into a compact folded shape.,microagi,human_bimanual,326.0,,,s3://rldb/processed_v3/microagi/2026-04-10-13-50-20-999791.mp4,s3://rldb/processed_v3/microagi/2026-04-10-13-50-20-999791.zarr,fold_clothes,train,512,0.9999998807907104,8,326,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-13-50-20-999791.json,random-774
2026-04-10-14-54-32-198521,fold_black_t-shirt,Fold a black t-shirt on a table by bringing the sides together and folding it into a compact rectangular shape.,microagi,human_bimanual,381.0,,,s3://rldb/processed_v3/microagi/2026-04-10-14-54-32-198521.mp4,s3://rldb/processed_v3/microagi/2026-04-10-14-54-32-198521.zarr,fold_clothes,train,512,1.0000001192092896,8,381,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-14-54-32-198521.json,random-774
2026-04-10-14-54-47-536854,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact rectangular shape.,microagi,human_bimanual,310.0,,,s3://rldb/processed_v3/microagi/2026-04-10-14-54-47-536854.mp4,s3://rldb/processed_v3/microagi/2026-04-10-14-54-47-536854.zarr,fold_clothes,train,512,1.0,8,310,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-14-54-47-536854.json,random-774
2026-04-10-14-57-49-283713,fold_black_t-shirt,Fold a black t-shirt and place the folded garment on the table.,microagi,human_bimanual,242.0,,,s3://rldb/processed_v3/microagi/2026-04-10-14-57-49-283713.mp4,s3://rldb/processed_v3/microagi/2026-04-10-14-57-49-283713.zarr,fold_clothes,train,512,0.9999999403953552,8,242,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-14-57-49-283713.json,random-774
2026-04-10-14-58-43-740380,fold_black_t-shirt,Fold a black t-shirt on a table by manipulating the fabric into a compact folded shape.,microagi,human_bimanual,399.0,,,s3://rldb/processed_v3/microagi/2026-04-10-14-58-43-740380.mp4,s3://rldb/processed_v3/microagi/2026-04-10-14-58-43-740380.zarr,fold_clothes,train,512,0.9999999403953552,8,399,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-14-58-43-740380.json,random-774
2026-04-10-15-04-46-339712,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact rectangle.,microagi,human_bimanual,901.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-04-46-339712.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-04-46-339712.zarr,fold_clothes,train,512,0.9999999403953552,8,901,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-04-46-339712.json,random-774
2026-04-10-15-30-21-347281,fold_black_t-shirt,Fold a black t-shirt on a table by manipulating and folding the fabric into a compact shape.,microagi,human_bimanual,188.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-30-21-347281.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-30-21-347281.zarr,fold_clothes,train,512,1.0,8,188,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-30-21-347281.json,random-774
2026-04-10-15-30-35-485615,fold_black_t-shirt,"Fold a black t-shirt in half on a table, bringing the bottom hem up to the shoulders to create a compact folded shape.",microagi,human_bimanual,181.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-30-35-485615.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-30-35-485615.zarr,fold_clothes,train,512,0.9999998807907104,8,181,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-30-35-485615.json,random-774
2026-04-10-15-30-47-855615,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangular shape.,microagi,human_bimanual,277.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-30-47-855615.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-30-47-855615.zarr,fold_clothes,train,512,0.9999999403953552,8,277,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-30-47-855615.json,random-774
2026-04-10-15-30-57-992281,fold_black_t-shirt,Fold a black sleeveless dress on a table into a compact rectangle.,microagi,human_bimanual,700.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-30-57-992281.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-30-57-992281.zarr,fold_clothes,train,512,0.9999999403953552,8,700,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-30-57-992281.json,random-774
2026-04-10-15-31-23-302281,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sides and bottom into a compact rectangular shape.,microagi,human_bimanual,176.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-31-23-302281.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-31-23-302281.zarr,fold_clothes,train,512,1.0,8,176,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-31-23-302281.json,random-774
2026-04-10-15-31-38-072281,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangular shape.,microagi,human_bimanual,204.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-31-38-072281.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-31-38-072281.zarr,fold_clothes,train,512,1.0,8,204,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-31-38-072281.json,random-774
2026-04-10-15-48-13-143159,fold_black_t-shirt,Fold a black t-shirt on a table into a compact folded shape.,microagi,human_bimanual,232.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-48-13-143159.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-48-13-143159.zarr,fold_clothes,train,512,0.9999998807907104,8,232,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-48-13-143159.json,random-774
2026-04-15-11-35-30-516356,fold_black_t-shirt,Fold a black t-shirt on a table by smoothing it flat and lifting/folding it into a compact shape.,microagi,human_bimanual,442.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-35-30-516356.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-35-30-516356.zarr,fold_clothes,train,512,0.9999999403953552,8,442,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-35-30-516356.json,random-774
2026-04-15-11-35-54-331356,fold_black_t-shirt,"Fold a black t-shirt on a table by picking it up, aligning the edges, and folding it into a compact shape.",microagi,human_bimanual,272.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-35-54-331356.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-35-54-331356.zarr,fold_clothes,train,512,1.0,8,272,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-35-54-331356.json,random-774
2026-04-15-11-36-28-522644,fold_black_t-shirt,Fold a black t-shirt on a table by smoothing it flat and folding it in half into a compact rectangle.,microagi,human_bimanual,316.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-36-28-522644.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-36-28-522644.zarr,fold_clothes,train,512,0.9999999403953552,8,316,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-36-28-522644.json,random-774
2026-04-15-11-38-08-880289,fold_black_t-shirt,Fold a black t-shirt in half on a couch surface.,microagi,human_bimanual,411.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-38-08-880289.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-38-08-880289.zarr,fold_clothes,train,512,1.0000001192092896,8,411,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-38-08-880289.json,random-774
2026-04-15-11-38-28-956956,fold_black_t-shirt,Fold a black t-shirt by bringing the sleeves and sides together into a compact folded shape.,microagi,human_bimanual,1344.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-38-28-956956.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-38-28-956956.zarr,fold_clothes,train,512,0.9999999403953552,8,1344,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-38-28-956956.json,random-774
2026-04-15-11-38-33-205893,fold_black_t-shirt,Fold a black t-shirt on a desk into a compact rectangle by folding it in half twice.,microagi,human_bimanual,771.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-38-33-205893.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-38-33-205893.zarr,fold_clothes,train,512,1.0000001192092896,8,771,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-38-33-205893.json,random-774
2026-04-15-11-39-19-750289,fold_black_t-shirt,Fold a black t-shirt into a compact folded shape on a flat surface.,microagi,human_bimanual,561.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-39-19-750289.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-39-19-750289.zarr,fold_clothes,train,512,0.9999999403953552,8,561,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-39-19-750289.json,random-774
2026-04-15-11-39-40-261956,fold_black_t-shirt,Fold a black t-shirt into a compact rectangle.,microagi,human_bimanual,700.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-39-40-261956.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-39-40-261956.zarr,fold_clothes,train,512,1.0,8,700,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-39-40-261956.json,random-774
2026-04-15-11-40-08-110230,fold_black_t-shirt,Fold a black t-shirt by spreading it flat and folding it into a compact shape on a surface.,microagi,human_bimanual,169.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-40-08-110230.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-40-08-110230.zarr,fold_clothes,train,512,1.0,8,169,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-40-08-110230.json,random-774
2026-04-15-14-30-10-171449,fold_black_t-shirt,"Fold a black t-shirt on a table by spreading it flat, folding in the sleeves, and folding it in half.",microagi,human_bimanual,1669.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-30-10-171449.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-30-10-171449.zarr,fold_clothes,train,512,1.0,8,1669,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-14-30-10-171449.json,random-774
2026-04-15-14-41-43-538664,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangle by folding it in half twice.,microagi,human_bimanual,1044.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-41-43-538664.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-41-43-538664.zarr,fold_clothes,train,512,1.0,8,1044,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-14-41-43-538664.json,random-774
2026-04-15-14-43-40-514052,fold_black_t-shirt,Fold a black t-shirt on a table by bringing in the sleeves and folding it in half into a compact rectangle.,microagi,human_bimanual,515.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-43-40-514052.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-43-40-514052.zarr,fold_clothes,train,512,1.0,8,515,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-14-43-40-514052.json,random-774
2026-04-15-14-45-56-940827,fold_black_t-shirt,Fold a black t-shirt on a table into a compact folded shape.,microagi,human_bimanual,340.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-45-56-940827.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-45-56-940827.zarr,fold_clothes,train,512,1.0,8,340,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-14-45-56-940827.json,random-774
2026-04-15-14-46-21-600065,fold_black_t-shirt,Fold a black t-shirt into a compact rectangle on a table.,microagi,human_bimanual,183.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-46-21-600065.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-46-21-600065.zarr,fold_clothes,train,512,1.0,8,183,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-14-46-21-600065.json,random-774
2026-04-19-06-36-25-464137,fold_black_t-shirt,Fold a black t-shirt on an ironing board into a compact folded bundle.,microagi,human_bimanual,308.0,,,s3://rldb/processed_v3/microagi/2026-04-19-06-36-25-464137.mp4,s3://rldb/processed_v3/microagi/2026-04-19-06-36-25-464137.zarr,fold_clothes,train,512,1.0,8,308,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-19-06-36-25-464137.json,random-774
2026-04-20-08-49-01-840263,fold_black_t-shirt,Fold a black t-shirt on a table by folding sleeves inward and folding the bottom half up to produce a compact folded shirt.,microagi,human_bimanual,261.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-49-01-840263.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-49-01-840263.zarr,fold_clothes,train,512,0.9999998807907104,8,261,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-20-08-49-01-840263.json,random-774
2026-04-20-08-49-21-283287,fold_black_t-shirt,Fold a black t-shirt flat on a table by smoothing it out and folding the sides and sleeves inward into a compact rectangle.,microagi,human_bimanual,331.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-49-21-283287.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-49-21-283287.zarr,fold_clothes,train,512,1.0,8,331,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-20-08-49-21-283287.json,random-774
2026-04-20-08-49-32-989954,fold_black_t-shirt,Fold a black t-shirt on a table by spreading it flat and folding it into a compact shape.,microagi,human_bimanual,282.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-49-32-989954.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-49-32-989954.zarr,fold_clothes,train,512,0.9999999403953552,8,282,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-20-08-49-32-989954.json,random-774
2026-04-20-08-49-35-388596,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sides and sleeves inward into a compact folded rectangle.,microagi,human_bimanual,158.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-49-35-388596.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-49-35-388596.zarr,fold_clothes,train,512,1.0,8,158,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-20-08-49-35-388596.json,random-774
2026-04-20-08-49-43-463287,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact folded shape.,microagi,human_bimanual,274.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-49-43-463287.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-49-43-463287.zarr,fold_clothes,train,512,1.0,8,274,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-20-08-49-43-463287.json,random-774
