episode_hash,task,task_description,lab,embodiment,num_frames,objects,rig_name,zarr_mp4_path,zarr_processed_path,canonical_task,split,embedding_dim,embedding_norm,frames_sampled,decoded_frame_count,fps,embedding_model,embedding_version,embedding_json_path,curation_variant
2026-04-09-09-29-15-803404,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact rectangular shape.,microagi,human_bimanual,279.0,,,s3://rldb/processed_v3/microagi/2026-04-09-09-29-15-803404.mp4,s3://rldb/processed_v3/microagi/2026-04-09-09-29-15-803404.zarr,fold_clothes,train,512,1.0,8,279,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-09-09-29-15-803404.json,diversity-774
2026-04-09-09-29-51-315463,fold_black_t-shirt,Fold a black t-shirt on a table by laying it flat and folding it into a compact shape.,microagi,human_bimanual,375.0,,,s3://rldb/processed_v3/microagi/2026-04-09-09-29-51-315463.mp4,s3://rldb/processed_v3/microagi/2026-04-09-09-29-51-315463.zarr,fold_clothes,train,512,1.0,8,375,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-09-09-29-51-315463.json,diversity-774
2026-04-10-13-48-20-322972,fold_black_t-shirt,Fold a black t-shirt in half on a table and press it flat into a compact rectangle.,microagi,human_bimanual,182.0,,,s3://rldb/processed_v3/microagi/2026-04-10-13-48-20-322972.mp4,s3://rldb/processed_v3/microagi/2026-04-10-13-48-20-322972.zarr,fold_clothes,train,512,0.9999999403953552,8,182,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-13-48-20-322972.json,diversity-774
2026-04-10-13-50-20-999791,fold_black_t-shirt,Fold a black t-shirt on a table by bringing the sides together and pressing it into a compact folded shape.,microagi,human_bimanual,326.0,,,s3://rldb/processed_v3/microagi/2026-04-10-13-50-20-999791.mp4,s3://rldb/processed_v3/microagi/2026-04-10-13-50-20-999791.zarr,fold_clothes,train,512,0.9999998807907104,8,326,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-13-50-20-999791.json,diversity-774
2026-04-10-14-54-32-198521,fold_black_t-shirt,Fold a black t-shirt on a table by bringing the sides together and folding it into a compact rectangular shape.,microagi,human_bimanual,381.0,,,s3://rldb/processed_v3/microagi/2026-04-10-14-54-32-198521.mp4,s3://rldb/processed_v3/microagi/2026-04-10-14-54-32-198521.zarr,fold_clothes,train,512,1.0000001192092896,8,381,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-14-54-32-198521.json,diversity-774
2026-04-10-14-54-47-536854,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact rectangular shape.,microagi,human_bimanual,310.0,,,s3://rldb/processed_v3/microagi/2026-04-10-14-54-47-536854.mp4,s3://rldb/processed_v3/microagi/2026-04-10-14-54-47-536854.zarr,fold_clothes,train,512,1.0,8,310,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-14-54-47-536854.json,diversity-774
2026-04-10-14-57-49-283713,fold_black_t-shirt,Fold a black t-shirt and place the folded garment on the table.,microagi,human_bimanual,242.0,,,s3://rldb/processed_v3/microagi/2026-04-10-14-57-49-283713.mp4,s3://rldb/processed_v3/microagi/2026-04-10-14-57-49-283713.zarr,fold_clothes,train,512,0.9999999403953552,8,242,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-14-57-49-283713.json,diversity-774
2026-04-10-14-58-43-740380,fold_black_t-shirt,Fold a black t-shirt on a table by manipulating the fabric into a compact folded shape.,microagi,human_bimanual,399.0,,,s3://rldb/processed_v3/microagi/2026-04-10-14-58-43-740380.mp4,s3://rldb/processed_v3/microagi/2026-04-10-14-58-43-740380.zarr,fold_clothes,train,512,0.9999999403953552,8,399,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-14-58-43-740380.json,diversity-774
2026-04-10-15-04-46-339712,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact rectangle.,microagi,human_bimanual,901.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-04-46-339712.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-04-46-339712.zarr,fold_clothes,train,512,0.9999999403953552,8,901,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-04-46-339712.json,diversity-774
2026-04-10-15-30-21-347281,fold_black_t-shirt,Fold a black t-shirt on a table by manipulating and folding the fabric into a compact shape.,microagi,human_bimanual,188.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-30-21-347281.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-30-21-347281.zarr,fold_clothes,train,512,1.0,8,188,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-30-21-347281.json,diversity-774
2026-04-10-15-30-35-485615,fold_black_t-shirt,"Fold a black t-shirt in half on a table, bringing the bottom hem up to the shoulders to create a compact folded shape.",microagi,human_bimanual,181.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-30-35-485615.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-30-35-485615.zarr,fold_clothes,train,512,0.9999998807907104,8,181,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-30-35-485615.json,diversity-774
2026-04-10-15-30-47-855615,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangular shape.,microagi,human_bimanual,277.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-30-47-855615.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-30-47-855615.zarr,fold_clothes,train,512,0.9999999403953552,8,277,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-30-47-855615.json,diversity-774
2026-04-10-15-31-23-302281,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sides and bottom into a compact rectangular shape.,microagi,human_bimanual,176.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-31-23-302281.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-31-23-302281.zarr,fold_clothes,train,512,1.0,8,176,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-31-23-302281.json,diversity-774
2026-04-10-15-31-38-072281,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangular shape.,microagi,human_bimanual,204.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-31-38-072281.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-31-38-072281.zarr,fold_clothes,train,512,1.0,8,204,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-31-38-072281.json,diversity-774
2026-04-10-15-47-30-829825,fold_black_t-shirt,Fold a black t-shirt in half on a flat surface using both hands.,microagi,human_bimanual,197.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-47-30-829825.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-47-30-829825.zarr,fold_clothes,train,512,1.0,8,197,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-10-15-47-30-829825.json,diversity-774
2026-04-15-11-35-30-516356,fold_black_t-shirt,Fold a black t-shirt on a table by smoothing it flat and lifting/folding it into a compact shape.,microagi,human_bimanual,442.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-35-30-516356.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-35-30-516356.zarr,fold_clothes,train,512,0.9999999403953552,8,442,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-35-30-516356.json,diversity-774
2026-04-15-11-35-54-331356,fold_black_t-shirt,"Fold a black t-shirt on a table by picking it up, aligning the edges, and folding it into a compact shape.",microagi,human_bimanual,272.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-35-54-331356.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-35-54-331356.zarr,fold_clothes,train,512,1.0,8,272,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-35-54-331356.json,diversity-774
2026-04-15-11-36-28-522644,fold_black_t-shirt,Fold a black t-shirt on a table by smoothing it flat and folding it in half into a compact rectangle.,microagi,human_bimanual,316.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-36-28-522644.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-36-28-522644.zarr,fold_clothes,train,512,0.9999999403953552,8,316,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-36-28-522644.json,diversity-774
2026-04-15-11-38-08-880289,fold_black_t-shirt,Fold a black t-shirt in half on a couch surface.,microagi,human_bimanual,411.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-38-08-880289.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-38-08-880289.zarr,fold_clothes,train,512,1.0000001192092896,8,411,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-38-08-880289.json,diversity-774
2026-04-15-11-38-33-205893,fold_black_t-shirt,Fold a black t-shirt on a desk into a compact rectangle by folding it in half twice.,microagi,human_bimanual,771.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-38-33-205893.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-38-33-205893.zarr,fold_clothes,train,512,1.0000001192092896,8,771,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-38-33-205893.json,diversity-774
2026-04-15-11-40-08-110230,fold_black_t-shirt,Fold a black t-shirt by spreading it flat and folding it into a compact shape on a surface.,microagi,human_bimanual,169.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-40-08-110230.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-40-08-110230.zarr,fold_clothes,train,512,1.0,8,169,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-40-08-110230.json,diversity-774
2026-04-15-11-40-14-078564,fold_black_t-shirt,Fold a black t-shirt into a compact rectangular shape.,microagi,human_bimanual,296.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-40-14-078564.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-40-14-078564.zarr,fold_clothes,train,512,1.0,8,296,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-11-40-14-078564.json,diversity-774
2026-04-15-14-30-10-171449,fold_black_t-shirt,"Fold a black t-shirt on a table by spreading it flat, folding in the sleeves, and folding it in half.",microagi,human_bimanual,1669.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-30-10-171449.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-30-10-171449.zarr,fold_clothes,train,512,1.0,8,1669,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-14-30-10-171449.json,diversity-774
2026-04-15-14-41-43-538664,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangle by folding it in half twice.,microagi,human_bimanual,1044.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-41-43-538664.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-41-43-538664.zarr,fold_clothes,train,512,1.0,8,1044,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-14-41-43-538664.json,diversity-774
2026-04-15-14-43-33-412385,fold_black_t-shirt,Fold a black t-shirt on a table by laying it flat and folding it in half.,microagi,human_bimanual,207.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-43-33-412385.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-43-33-412385.zarr,fold_clothes,train,512,1.0000001192092896,8,207,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-14-43-33-412385.json,diversity-774
2026-04-15-14-43-59-522385,fold_black_t-shirt,"Fold a black t-shirt on a table by laying it flat, folding the sides inward, and pressing it into a compact folded rectangle.",microagi,human_bimanual,764.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-43-59-522385.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-43-59-522385.zarr,fold_clothes,train,512,0.9999999403953552,8,764,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-14-43-59-522385.json,diversity-774
2026-04-15-14-46-21-600065,fold_black_t-shirt,Fold a black t-shirt into a compact rectangle on a table.,microagi,human_bimanual,183.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-46-21-600065.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-46-21-600065.zarr,fold_clothes,train,512,1.0,8,183,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-14-46-21-600065.json,diversity-774
2026-04-15-14-56-24-362491,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sides inward and then folding it in half.,microagi,human_bimanual,1384.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-56-24-362491.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-56-24-362491.zarr,fold_clothes,train,512,1.0000001192092896,8,1384,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-15-14-56-24-362491.json,diversity-774
2026-04-19-06-36-25-464137,fold_black_t-shirt,Fold a black t-shirt on an ironing board into a compact folded bundle.,microagi,human_bimanual,308.0,,,s3://rldb/processed_v3/microagi/2026-04-19-06-36-25-464137.mp4,s3://rldb/processed_v3/microagi/2026-04-19-06-36-25-464137.zarr,fold_clothes,train,512,1.0,8,308,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-19-06-36-25-464137.json,diversity-774
2026-04-20-08-49-23-650263,fold_black_t-shirt,Fold a black t-shirt on a desk into a compact folded rectangle.,microagi,human_bimanual,334.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-49-23-650263.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-49-23-650263.zarr,fold_clothes,train,512,1.0,8,334,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-20-08-49-23-650263.json,diversity-774
2026-04-20-08-49-43-463287,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact folded shape.,microagi,human_bimanual,274.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-49-43-463287.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-49-43-463287.zarr,fold_clothes,train,512,1.0,8,274,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-20-08-49-43-463287.json,diversity-774
2026-04-20-08-50-56-341621,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangle by folding it in half and pressing it flat.,microagi,human_bimanual,207.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-50-56-341621.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-50-56-341621.zarr,fold_clothes,train,512,0.9999998211860657,8,207,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-20-08-50-56-341621.json,diversity-774
2026-04-20-08-51-03-844355,fold_black_t-shirt,Fold a black t-shirt on a desk by folding it in half and then folding it again into a compact rectangle.,microagi,human_bimanual,318.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-51-03-844355.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-51-03-844355.zarr,fold_clothes,train,512,1.0,8,318,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-20-08-51-03-844355.json,diversity-774
2026-04-20-08-52-27-354786,fold_black_t-shirt,Fold a black t-shirt by laying it flat on the table and folding it in half.,microagi,human_bimanual,549.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-52-27-354786.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-52-27-354786.zarr,fold_clothes,train,512,1.0,8,549,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-20-08-52-27-354786.json,diversity-774
2026-04-20-08-52-47-568120,fold_black_t-shirt,Fold a black t-shirt flat on a table by smoothing it out and folding the sides toward the center.,microagi,human_bimanual,231.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-52-47-568120.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-52-47-568120.zarr,fold_clothes,train,512,0.9999998807907104,8,231,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-20-08-52-47-568120.json,diversity-774
2026-04-20-08-52-55-971453,fold_black_t-shirt,Lay a black t-shirt flat on a table and fold one side over to begin folding it into a compact shape.,microagi,human_bimanual,152.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-52-55-971453.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-52-55-971453.zarr,fold_clothes,train,512,1.0,8,152,30.0,openai/clip-vit-base-patch32,foldclothes_train_clip_v1_8frames,artifacts/foldclothes-v1/train_clip_v1/foldclothes-train-clip-v1/2026-04-20-08-52-55-971453.json,diversity-774
