episode_id,suite,arm,iteration,attempt_success,decision_index,observation_step,accepted,provider_call,error_kind,decision_id,source_pair_changed,alpha_changed,vision_annotations,source_a_id,source_b_id,alpha,input_tokens,output_tokens,reasoning_tokens,total_tokens
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tei,3,False,10,225,True,True,,astra_tei_3_d10,True,True,0,13,18,0.65,11264,338,17,11602
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tei,3,False,11,250,True,True,,astra_tei_3_d11,False,False,0,13,18,0.65,11629,295,0,11924
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tei,3,False,12,275,True,True,,astra_tei_3_d12,False,False,0,13,18,0.65,11967,295,0,12262
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,2,False,1,0,True,True,,astra_tli_2_d1,False,False,0,13,10,0.2,4012,261,30,4273
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,2,False,2,25,True,True,,astra_tli_2_d2,False,False,0,13,10,0.2,5296,239,0,5535
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,2,False,3,50,True,True,,astra_tli_2_d3,False,False,0,13,10,0.2,5578,243,0,5821
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,2,False,4,75,True,True,,astra_tli_2_d4,False,True,0,13,10,0.5,5861,264,0,6125
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,2,False,5,100,True,True,,astra_tli_2_d5,True,True,0,18,10,0.3,6195,362,78,6557
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,2,False,6,125,True,True,,astra_tli_2_d6,True,True,0,13,10,0.2,6514,317,37,6831
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,2,False,7,150,True,True,,astra_tli_2_d7,False,True,0,13,10,0.0,6844,354,61,7198
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,2,False,8,175,True,True,,astra_tli_2_d8,True,True,0,32,10,0.2,7185,402,104,7587
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,2,False,9,200,True,True,,astra_tli_2_d9,True,False,0,13,32,0.2,7526,427,117,7953
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,2,False,10,225,True,True,,astra_tli_2_d10,True,True,0,32,10,0.1,7878,365,56,8243
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,2,False,11,250,True,True,,astra_tli_2_d11,False,True,0,32,10,0.5,8240,369,52,8609
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,2,False,12,275,True,True,,astra_tli_2_d12,True,True,0,13,17,0.25,8590,460,155,9050
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,3,False,1,0,True,True,,astra_tli_3_d1,False,False,0,13,10,0.5,7995,316,37,8311
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,3,False,2,25,True,True,,astra_tli_3_d2,False,False,0,13,10,0.5,9332,292,0,9624
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,3,False,3,50,True,True,,astra_tli_3_d3,False,False,0,13,10,0.5,9665,299,0,9964
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,3,False,4,75,True,True,,astra_tli_3_d4,True,True,0,18,10,0.1,10008,451,102,10459
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,3,False,5,100,True,True,,astra_tli_3_d5,True,False,0,18,13,0.1,10409,430,98,10839
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,3,False,6,125,True,True,,astra_tli_3_d6,False,False,0,18,13,0.1,10783,396,44,11179
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,3,False,7,150,True,True,,astra_tli_3_d7,True,True,0,13,18,0.25,11181,386,42,11567
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,3,False,8,175,True,True,,astra_tli_3_d8,True,False,0,32,10,0.25,11564,421,76,11985
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,3,False,9,200,True,True,,astra_tli_3_d9,True,False,0,35,10,0.25,11958,499,166,12457
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,3,False,10,225,True,True,,astra_tli_3_d10,True,True,0,13,35,0.2,12354,404,73,12758
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,3,False,11,250,True,True,,astra_tli_3_d11,True,True,0,38,13,0.25,12728,411,72,13139
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli,3,False,12,275,True,True,,astra_tli_3_d12,False,True,0,38,13,0.5,13103,353,55,13456
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,2,False,1,0,True,True,,astra_tli_vision_2_d1,False,False,1,13,10,0.1,4016,309,49,4325
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,2,False,2,25,True,True,,astra_tli_vision_2_d2,False,False,1,13,10,0.1,5350,261,0,5611
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,2,False,3,50,True,True,,astra_tli_vision_2_d3,False,False,1,13,10,0.1,5662,265,0,5927
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,2,False,4,75,False,True,proposal_rejected,,False,False,0,,,,5992,351,66,6343
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,2,False,5,100,True,True,,astra_tli_vision_2_d5,False,True,1,13,10,0.5,6023,348,62,6371
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,2,False,6,125,True,True,,astra_tli_vision_2_d6,False,True,1,13,10,0.35,6389,359,58,6748
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,2,False,7,150,True,True,,astra_tli_vision_2_d7,True,True,1,13,38,0.25,6726,411,106,7137
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,2,False,8,175,True,True,,astra_tli_vision_2_d8,False,True,1,13,38,0.0,7085,354,51,7439
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,2,False,9,200,True,True,,astra_tli_vision_2_d9,False,False,1,13,38,0.0,7442,346,49,7788
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,2,False,10,225,True,True,,astra_tli_vision_2_d10,True,True,1,13,10,0.1,7795,402,97,8197
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,2,False,11,250,True,True,,astra_tli_vision_2_d11,False,False,1,13,10,0.1,8153,291,0,8444
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,2,False,12,275,True,True,,astra_tli_vision_2_d12,False,True,1,13,10,0.5,8512,345,23,8857
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,3,False,1,0,True,True,,astra_tli_vision_3_d1,False,False,1,13,10,0.5,7939,343,44,8282
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,3,False,2,25,True,True,,astra_tli_vision_3_d2,False,False,1,13,10,0.5,9315,299,0,9614
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,3,False,3,50,True,True,,astra_tli_vision_3_d3,False,False,1,13,10,0.5,9667,299,0,9966
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,3,False,4,75,True,True,,astra_tli_vision_3_d4,False,True,1,13,10,0.75,10017,420,100,10437
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,3,False,5,100,True,True,,astra_tli_vision_3_d5,False,True,1,13,10,1.0,10395,356,35,10751
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,3,False,6,125,True,True,,astra_tli_vision_3_d6,True,True,1,13,18,0.75,10774,411,71,11185
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,3,False,7,150,True,True,,astra_tli_vision_3_d7,True,True,1,13,10,0.35,11172,370,36,11542
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,3,False,8,175,True,True,,astra_tli_vision_3_d8,False,True,1,13,10,0.1,11569,369,26,11938
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,3,False,9,200,True,True,,astra_tli_vision_3_d9,False,True,2,13,10,0.5,11960,426,64,12386
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,3,False,10,225,True,True,,astra_tli_vision_3_d10,False,False,1,13,10,0.5,12385,371,33,12756
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,3,False,11,250,False,True,proposal_rejected,,False,False,0,,,,12782,398,56,13180
libero_goal_ood:seed29:task0:state0,libero_goal_ood,astra_tli_vision,3,False,12,275,True,True,,astra_tli_vision_3_d12,False,False,1,13,10,0.5,12826,503,142,13329
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,2,False,1,0,True,True,,astra_tei_2_d1,False,False,0,13,17,0.25,4016,254,25,4270
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,2,False,2,25,True,True,,astra_tei_2_d2,False,False,0,13,17,0.25,5298,259,31,5557
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,2,False,3,50,True,True,,astra_tei_2_d3,True,True,0,14,17,0.15,5570,281,31,5851
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,2,False,4,75,True,True,,astra_tei_2_d4,True,True,0,10,13,0.0,5864,357,93,6221
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,2,False,5,100,True,True,,astra_tei_2_d5,False,False,0,10,13,0.0,6177,237,0,6414
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,2,False,6,125,True,True,,astra_tei_2_d6,True,False,0,13,17,0.0,6465,345,88,6810
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,2,False,7,150,True,True,,astra_tei_2_d7,True,True,0,13,14,0.4,6756,288,24,7044
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,2,False,8,175,True,True,,astra_tei_2_d8,False,True,0,13,14,0.65,7071,302,32,7373
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,2,False,9,200,True,True,,astra_tei_2_d9,False,True,0,13,14,1.0,7382,285,29,7667
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,2,False,10,225,True,True,,astra_tei_2_d10,True,True,0,13,17,0.5,7691,320,54,8011
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,2,False,11,250,True,True,,astra_tei_2_d11,True,False,0,14,17,0.5,8004,294,25,8298
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,2,False,12,275,True,True,,astra_tei_2_d12,True,True,0,13,17,0.7,8313,305,39,8618
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,3,False,1,0,True,True,,astra_tei_3_d1,False,False,0,13,14,0.35,7674,297,31,7971
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,3,False,2,25,True,True,,astra_tei_3_d2,False,True,0,13,14,0.1,8992,326,59,9318
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,3,False,3,50,True,True,,astra_tei_3_d3,False,True,0,13,14,0.0,9305,338,54,9643
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,3,False,4,75,True,True,,astra_tei_3_d4,True,True,0,13,17,0.15,9645,326,29,9971
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,3,False,5,100,True,True,,astra_tei_3_d5,False,True,0,13,17,0.4,9977,334,52,10311
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,3,False,6,125,True,True,,astra_tei_3_d6,False,True,0,13,17,0.2,10311,437,135,10748
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,3,False,7,150,True,True,,astra_tei_3_d7,True,True,0,13,38,0.35,10661,354,76,11015
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,3,False,8,175,True,True,,astra_tei_3_d8,False,True,0,13,38,0.65,10973,292,21,11265
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,3,False,9,200,True,True,,astra_tei_3_d9,True,True,0,13,17,0.75,11295,327,32,11622
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,3,False,10,225,True,True,,astra_tei_3_d10,False,True,0,13,17,1.0,11635,304,25,11939
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,3,False,11,250,True,True,,astra_tei_3_d11,True,False,0,13,38,1.0,11961,362,90,12323
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tei,3,False,12,275,True,True,,astra_tei_3_d12,True,True,0,14,17,0.65,12296,322,42,12618
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,2,False,1,0,True,True,,astra_tli_2_d1,False,False,0,14,18,0.15,4014,339,67,4353
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,2,False,2,25,True,True,,astra_tli_2_d2,False,False,0,14,18,0.15,5343,300,25,5643
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,2,False,3,50,True,True,,astra_tli_2_d3,False,False,0,14,18,0.15,5670,293,25,5963
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,2,False,4,75,True,True,,astra_tli_2_d4,False,False,0,14,18,0.15,5978,279,0,6257
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,2,False,5,100,False,True,proposal_rejected,,False,False,0,,,,6294,288,44,6582
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,2,False,6,125,True,True,,astra_tli_2_d6,False,True,0,14,18,0.25,6341,332,62,6673
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,2,False,7,150,False,True,proposal_rejected,,False,False,0,,,,6650,305,31,6955
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,2,False,8,175,True,True,,astra_tli_2_d8,False,True,0,14,18,0.35,6701,342,63,7043
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,2,False,9,200,True,True,,astra_tli_2_d9,False,False,0,14,18,0.35,7022,268,0,7290
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,2,False,10,225,True,True,,astra_tli_2_d10,True,True,0,18,17,0.8,7352,317,29,7669
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,2,False,11,250,True,True,,astra_tli_2_d11,False,False,0,18,17,0.8,7674,296,0,7970
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,2,False,12,275,True,True,,astra_tli_2_d12,False,False,0,18,17,0.8,8016,293,0,8309
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,3,True,1,0,True,True,,astra_tli_3_d1,False,False,0,14,18,0.35,7406,306,16,7712
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,3,True,2,25,True,True,,astra_tli_3_d2,False,False,0,14,18,0.35,8760,300,0,9060
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,3,True,3,50,True,True,,astra_tli_3_d3,False,False,0,14,18,0.35,9092,296,0,9388
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli,3,True,4,75,True,True,,astra_tli_3_d4,True,True,0,18,17,0.8,9432,305,0,9737
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli_vision,2,True,1,0,True,True,,astra_tli_vision_2_d1,False,False,1,14,18,0.2,4022,422,153,4444
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli_vision,2,True,2,25,False,True,proposal_rejected,,False,False,0,,,,5359,261,0,5620
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli_vision,2,True,3,50,True,True,,astra_tli_vision_2_d3,False,True,1,14,18,0.1,5404,359,87,5763
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli_vision,2,True,4,75,True,True,,astra_tli_vision_2_d4,True,True,1,17,18,0.15,5728,343,65,6071
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli_vision,2,True,5,100,True,True,,astra_tli_vision_2_d5,False,False,1,17,18,0.15,6059,273,0,6332
libero_goal_ood:seed29:task1:state0,libero_goal_ood,astra_tli_vision,2,True,6,125,True,True,,astra_tli_vision_2_d6,False,False,1,17,18,0.15,6386,281,0,6667
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,2,False,1,0,True,True,,astra_tei_2_d1,False,False,0,14,10,0.25,4010,279,48,4289
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,2,False,2,25,True,True,,astra_tei_2_d2,False,True,0,14,10,0.55,5292,286,51,5578
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,2,False,3,50,True,True,,astra_tei_2_d3,False,True,0,14,10,1.0,5577,330,80,5907
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,2,False,4,75,True,True,,astra_tei_2_d4,False,False,0,14,10,1.0,5871,240,0,6111
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,2,False,5,100,True,True,,astra_tei_2_d5,True,True,0,10,36,0.6,6152,284,27,6436
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,2,False,6,125,True,True,,astra_tei_2_d6,True,True,0,14,38,0.8,6447,316,70,6763
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,2,False,7,150,False,True,proposal_rejected,,False,False,0,,,,6756,333,76,7089
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,2,False,8,175,True,True,,astra_tei_2_d8,True,True,0,38,32,1.0,6801,309,43,7110
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,2,False,9,200,True,True,,astra_tei_2_d9,True,True,0,14,10,0.35,7110,357,93,7467
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,2,False,10,225,True,True,,astra_tei_2_d10,False,True,0,14,10,0.0,7419,294,39,7713
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,2,False,11,250,True,True,,astra_tei_2_d11,True,True,0,35,10,0.2,7709,283,32,7992
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,2,False,12,275,True,True,,astra_tei_2_d12,True,True,0,13,10,0.7,8013,307,43,8320
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,3,False,1,0,True,True,,astra_tei_3_d1,False,False,0,38,10,0.35,7369,331,79,7700
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,3,False,2,25,False,True,proposal_rejected,,False,False,0,,,,8683,249,0,8932
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,3,False,3,50,True,True,,astra_tei_3_d3,False,False,0,38,10,0.35,8721,255,0,8976
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,3,False,4,75,True,True,,astra_tei_3_d4,False,True,0,38,10,0.0,9025,332,70,9357
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,3,False,5,100,True,True,,astra_tei_3_d5,False,False,0,38,10,0.0,9346,302,30,9648
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,3,False,6,125,True,True,,astra_tei_3_d6,True,True,0,38,36,0.6,9650,305,26,9955
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,3,False,7,150,True,True,,astra_tei_3_d7,True,True,0,10,38,0.0,9990,343,52,10333
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,3,False,8,175,True,True,,astra_tei_3_d8,False,False,0,10,38,0.0,10305,306,33,10611
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,3,False,9,200,True,True,,astra_tei_3_d9,False,False,0,10,38,0.0,10630,274,0,10904
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,3,False,10,225,True,True,,astra_tei_3_d10,False,False,0,10,38,0.0,10944,271,0,11215
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,3,False,11,250,True,True,,astra_tei_3_d11,True,True,0,14,10,0.85,11273,390,106,11663
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tei,3,False,12,275,True,True,,astra_tei_3_d12,False,False,0,14,10,0.85,11610,324,41,11934
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,2,False,1,0,True,True,,astra_tli_2_d1,False,False,0,14,13,0.2,4000,275,38,4275
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,2,False,2,25,True,True,,astra_tli_2_d2,True,True,0,10,13,0.3,5293,352,89,5645
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,2,False,3,50,True,True,,astra_tli_2_d3,False,True,0,10,13,0.0,5601,323,51,5924
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,2,False,4,75,True,True,,astra_tli_2_d4,False,True,0,10,13,0.5,5928,346,74,6274
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,2,False,5,100,True,True,,astra_tli_2_d5,True,True,0,38,13,0.15,6248,352,62,6600
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,2,False,6,125,True,True,,astra_tli_2_d6,True,True,0,14,18,0.3,6581,380,89,6961
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,2,False,7,150,True,True,,astra_tli_2_d7,True,True,0,14,13,0.0,6916,380,79,7296
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,2,False,8,175,True,True,,astra_tli_2_d8,False,True,0,14,13,0.5,7258,373,80,7631
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,2,False,9,200,True,True,,astra_tli_2_d9,False,False,0,14,13,0.5,7605,308,21,7913
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,2,False,10,225,True,True,,astra_tli_2_d10,True,True,0,36,13,0.2,7939,333,30,8272
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,2,False,11,250,True,True,,astra_tli_2_d11,True,True,0,14,18,0.0,8295,348,41,8643
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,2,False,12,275,True,True,,astra_tli_2_d12,False,True,0,14,18,0.5,8649,324,34,8973
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,3,False,1,0,True,True,,astra_tli_3_d1,False,False,0,14,18,0.15,8033,353,72,8386
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,3,False,2,25,True,True,,astra_tli_3_d2,True,False,0,10,18,0.15,9371,383,73,9754
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,3,False,3,50,True,True,,astra_tli_3_d3,True,False,0,38,35,0.15,9731,395,99,10126
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,3,False,4,75,True,True,,astra_tli_3_d4,True,True,0,36,38,0.0,10060,380,66,10440
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,3,False,5,100,True,True,,astra_tli_3_d5,False,True,0,36,38,0.5,10428,358,28,10786
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,3,False,6,125,True,True,,astra_tli_3_d6,True,True,0,36,13,0.0,10812,494,164,11306
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,3,False,7,150,True,True,,astra_tli_3_d7,False,True,0,36,13,0.5,11185,350,27,11535
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,3,False,8,175,True,True,,astra_tli_3_d8,False,False,0,36,13,0.5,11558,285,0,11843
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,3,False,9,200,True,True,,astra_tli_3_d9,True,True,0,38,32,0.0,11899,387,61,12286
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,3,False,10,225,True,True,,astra_tli_3_d10,True,False,0,36,32,0.0,12273,381,46,12654
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,3,False,11,250,True,True,,astra_tli_3_d11,False,True,0,36,32,0.5,12655,412,103,13067
libero_goal_ood:seed29:task2:state0,libero_goal_ood,astra_tli,3,False,12,275,False,True,proposal_rejected,,False,False,0,,,,13008,396,108,13404
