episode_hash,task,task_description,lab,embodiment,num_frames,objects,rig_name,zarr_mp4_path,zarr_processed_path,canonical_task,split
2026-06-21-09-51-27-158299,fold_laundry,Fold an olive-green polo shirt flat on a surface by folding in the sleeves and folding it in half.,microagi,human_bimanual,220.0,,,s3://rldb/processed_v3/microagi/2026-06-21-09-51-27-158299.mp4,s3://rldb/processed_v3/microagi/2026-06-21-09-51-27-158299.zarr,fold_clothes,train
2026-04-02-14-09-30-174105,fold_shirt,Fold a floral-patterned shirt on a table by manipulating the fabric with both hands to create a folded end state.,microagi,human_bimanual,586.0,,,s3://rldb/processed_v3/microagi/2026-04-02-14-09-30-174105.mp4,s3://rldb/processed_v3/microagi/2026-04-02-14-09-30-174105.zarr,fold_clothes,train
2026-04-05-00-15-53-595801,fold_shirt,Fold a white floral-patterned shirt on a table by pressing and smoothing the fabric into a folded shape.,microagi,human_bimanual,557.0,,,s3://rldb/processed_v3/microagi/2026-04-05-00-15-53-595801.mp4,s3://rldb/processed_v3/microagi/2026-04-05-00-15-53-595801.zarr,fold_clothes,train
2026-04-09-10-13-40-246515,fold_shirt,Fold a white shirt on an ironing board by bringing one side over and smoothing the fabric flat.,microagi,human_bimanual,152.0,,,s3://rldb/processed_v3/microagi/2026-04-09-10-13-40-246515.mp4,s3://rldb/processed_v3/microagi/2026-04-09-10-13-40-246515.zarr,fold_clothes,train
2026-05-20-07-27-54-641482,fold_shirt,Fold a patterned shirt on a bed into a compact rectangular shape by bringing in the sides and sleeves.,microagi,human_bimanual,411.0,,,s3://rldb/processed_v3/microagi/2026-05-20-07-27-54-641482.mp4,s3://rldb/processed_v3/microagi/2026-05-20-07-27-54-641482.zarr,fold_clothes,train
2026-04-07-09-46-38-426556,fold_white_shirt,Press and smooth a white shirt flat on a table using both hands.,microagi,human_bimanual,762.0,,,s3://rldb/processed_v3/microagi/2026-04-07-09-46-38-426556.mp4,s3://rldb/processed_v3/microagi/2026-04-07-09-46-38-426556.zarr,fold_clothes,train
2026-04-10-20-33-28-456857,fold_white_shirt,Fold a white shirt on a flat surface into a compact rectangular shape and place it with other folded clothes.,microagi,human_bimanual,201.0,,,s3://rldb/processed_v3/microagi/2026-04-10-20-33-28-456857.mp4,s3://rldb/processed_v3/microagi/2026-04-10-20-33-28-456857.zarr,fold_clothes,train
2026-05-25-06-38-31-620479,fold_white_shirt,Fold a white shirt on a flat surface into a compact rectangular shape.,microagi,human_bimanual,464.0,,,s3://rldb/processed_v3/microagi/2026-05-25-06-38-31-620479.mp4,s3://rldb/processed_v3/microagi/2026-05-25-06-38-31-620479.zarr,fold_clothes,train
2026-05-25-07-17-02-948101,fold_white_shirt,Fold a white shirt into a compact rectangular shape on a flat surface.,microagi,human_bimanual,410.0,,,s3://rldb/processed_v3/microagi/2026-05-25-07-17-02-948101.mp4,s3://rldb/processed_v3/microagi/2026-05-25-07-17-02-948101.zarr,fold_clothes,train
2026-04-08-13-17-32-861101,fold_black_t-shirt,Fold a black t-shirt on a table by bringing the sides and bottom together into a compact folded rectangle.,microagi,human_bimanual,511.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-17-32-861101.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-17-32-861101.zarr,fold_clothes,val
2026-04-01-10-36-40-877065,fold_blue_jeans,Fold a pair of blue jeans in half lengthwise on a bed.,microagi,human_bimanual,1253.0,,,s3://rldb/processed_v3/microagi/2026-04-01-10-36-40-877065.mp4,s3://rldb/processed_v3/microagi/2026-04-01-10-36-40-877065.zarr,fold_clothes,val
2026-06-08-21-17-22-338830,fold_clothes,Fold a black t-shirt in half on a table.,microagi,human_bimanual,159.0,,,s3://rldb/processed_v3/microagi/2026-06-08-21-17-22-338830.mp4,s3://rldb/processed_v3/microagi/2026-06-08-21-17-22-338830.zarr,fold_clothes,val
2026-06-18-16-14-41-695450,fold_laundry,Fold a pair of blue jeans on a table into a compact rectangle.,microagi,human_bimanual,468.0,,,s3://rldb/processed_v3/microagi/2026-06-18-16-14-41-695450.mp4,s3://rldb/processed_v3/microagi/2026-06-18-16-14-41-695450.zarr,fold_clothes,val
2026-04-08-18-03-38-793824,fold_shirt,Fold a patterned shirt on a flat surface by bringing the sleeves and sides inward to form a compact folded rectangle.,microagi,human_bimanual,436.0,,,s3://rldb/processed_v3/microagi/2026-04-08-18-03-38-793824.mp4,s3://rldb/processed_v3/microagi/2026-04-08-18-03-38-793824.zarr,fold_clothes,val
2026-04-01-14-01-43-774948,fold_white_shirt,Fold a white shirt on a bed by grasping and folding the fabric with both hands.,microagi,human_bimanual,180.0,,,s3://rldb/processed_v3/microagi/2026-04-01-14-01-43-774948.mp4,s3://rldb/processed_v3/microagi/2026-04-01-14-01-43-774948.zarr,fold_clothes,val
