episode_hash,task,task_description,lab,embodiment,num_frames,objects,rig_name,zarr_mp4_path,zarr_processed_path,canonical_task,split
2026-04-08-12-53-38-402664,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sides inward and the bottom up into a compact rectangle.,microagi,human_bimanual,349.0,,,s3://rldb/processed_v3/microagi/2026-04-08-12-53-38-402664.mp4,s3://rldb/processed_v3/microagi/2026-04-08-12-53-38-402664.zarr,fold_clothes,train
2026-04-08-13-09-36-120955,fold_black_t-shirt,Fold a black t-shirt on a table by manipulating the fabric into a folded shape.,microagi,human_bimanual,237.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-09-36-120955.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-09-36-120955.zarr,fold_clothes,train
2026-04-08-13-09-45-659288,fold_black_t-shirt,Fold a black t-shirt in half on a table by aligning the edges and pressing it flat.,microagi,human_bimanual,158.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-09-45-659288.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-09-45-659288.zarr,fold_clothes,train
2026-04-08-13-15-19-450196,fold_black_t-shirt,Unfold a black t-shirt and lay it flat on the table.,microagi,human_bimanual,172.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-15-19-450196.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-15-19-450196.zarr,fold_clothes,train
2026-04-08-13-17-02-116101,fold_black_t-shirt,"Fold a black t-shirt on a table by lifting, aligning, and folding it into a compact shape.",microagi,human_bimanual,198.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-17-02-116101.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-17-02-116101.zarr,fold_clothes,train
2026-04-08-13-18-02-639434,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sleeves inward and folding the garment in half.,microagi,human_bimanual,219.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-18-02-639434.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-18-02-639434.zarr,fold_clothes,train
2026-04-08-13-18-29-016101,fold_black_t-shirt,Fold a black t-shirt on a table by aligning and folding the sleeves and body into a compact shape.,microagi,human_bimanual,173.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-18-29-016101.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-18-29-016101.zarr,fold_clothes,train
2026-04-08-13-18-35-252767,fold_black_t-shirt,Fold a black t-shirt into a compact rectangle on a table.,microagi,human_bimanual,252.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-18-35-252767.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-18-35-252767.zarr,fold_clothes,train
2026-04-08-13-18-46-824434,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact rectangular shape.,microagi,human_bimanual,830.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-18-46-824434.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-18-46-824434.zarr,fold_clothes,train
2026-04-08-13-19-17-101972,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangular shape.,microagi,human_bimanual,194.0,,,s3://rldb/processed_v3/microagi/2026-04-08-13-19-17-101972.mp4,s3://rldb/processed_v3/microagi/2026-04-08-13-19-17-101972.zarr,fold_clothes,train
2026-04-09-09-29-13-674343,fold_black_t-shirt,Fold a black t-shirt flat on a table by aligning the sleeves and folding it in half.,microagi,human_bimanual,172.0,,,s3://rldb/processed_v3/microagi/2026-04-09-09-29-13-674343.mp4,s3://rldb/processed_v3/microagi/2026-04-09-09-29-13-674343.zarr,fold_clothes,train
2026-04-09-09-29-15-803404,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact rectangular shape.,microagi,human_bimanual,279.0,,,s3://rldb/processed_v3/microagi/2026-04-09-09-29-15-803404.mp4,s3://rldb/processed_v3/microagi/2026-04-09-09-29-15-803404.zarr,fold_clothes,train
2026-04-09-09-29-20-377676,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sides inward into a compact rectangle.,microagi,human_bimanual,544.0,,,s3://rldb/processed_v3/microagi/2026-04-09-09-29-20-377676.mp4,s3://rldb/processed_v3/microagi/2026-04-09-09-29-20-377676.zarr,fold_clothes,train
2026-04-09-09-29-51-315463,fold_black_t-shirt,Fold a black t-shirt on a table by laying it flat and folding it into a compact shape.,microagi,human_bimanual,375.0,,,s3://rldb/processed_v3/microagi/2026-04-09-09-29-51-315463.mp4,s3://rldb/processed_v3/microagi/2026-04-09-09-29-51-315463.zarr,fold_clothes,train
2026-04-10-13-48-20-322972,fold_black_t-shirt,Fold a black t-shirt in half on a table and press it flat into a compact rectangle.,microagi,human_bimanual,182.0,,,s3://rldb/processed_v3/microagi/2026-04-10-13-48-20-322972.mp4,s3://rldb/processed_v3/microagi/2026-04-10-13-48-20-322972.zarr,fold_clothes,train
2026-04-10-13-50-20-999791,fold_black_t-shirt,Fold a black t-shirt on a table by bringing the sides together and pressing it into a compact folded shape.,microagi,human_bimanual,326.0,,,s3://rldb/processed_v3/microagi/2026-04-10-13-50-20-999791.mp4,s3://rldb/processed_v3/microagi/2026-04-10-13-50-20-999791.zarr,fold_clothes,train
2026-04-10-14-54-32-198521,fold_black_t-shirt,Fold a black t-shirt on a table by bringing the sides together and folding it into a compact rectangular shape.,microagi,human_bimanual,381.0,,,s3://rldb/processed_v3/microagi/2026-04-10-14-54-32-198521.mp4,s3://rldb/processed_v3/microagi/2026-04-10-14-54-32-198521.zarr,fold_clothes,train
2026-04-10-14-54-47-536854,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact rectangular shape.,microagi,human_bimanual,310.0,,,s3://rldb/processed_v3/microagi/2026-04-10-14-54-47-536854.mp4,s3://rldb/processed_v3/microagi/2026-04-10-14-54-47-536854.zarr,fold_clothes,train
2026-04-10-14-57-49-283713,fold_black_t-shirt,Fold a black t-shirt and place the folded garment on the table.,microagi,human_bimanual,242.0,,,s3://rldb/processed_v3/microagi/2026-04-10-14-57-49-283713.mp4,s3://rldb/processed_v3/microagi/2026-04-10-14-57-49-283713.zarr,fold_clothes,train
2026-04-10-14-58-43-740380,fold_black_t-shirt,Fold a black t-shirt on a table by manipulating the fabric into a compact folded shape.,microagi,human_bimanual,399.0,,,s3://rldb/processed_v3/microagi/2026-04-10-14-58-43-740380.mp4,s3://rldb/processed_v3/microagi/2026-04-10-14-58-43-740380.zarr,fold_clothes,train
2026-04-10-15-04-46-339712,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact rectangle.,microagi,human_bimanual,901.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-04-46-339712.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-04-46-339712.zarr,fold_clothes,train
2026-04-10-15-30-21-347281,fold_black_t-shirt,Fold a black t-shirt on a table by manipulating and folding the fabric into a compact shape.,microagi,human_bimanual,188.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-30-21-347281.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-30-21-347281.zarr,fold_clothes,train
2026-04-10-15-30-35-485615,fold_black_t-shirt,"Fold a black t-shirt in half on a table, bringing the bottom hem up to the shoulders to create a compact folded shape.",microagi,human_bimanual,181.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-30-35-485615.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-30-35-485615.zarr,fold_clothes,train
2026-04-10-15-30-47-855615,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangular shape.,microagi,human_bimanual,277.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-30-47-855615.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-30-47-855615.zarr,fold_clothes,train
2026-04-10-15-30-57-992281,fold_black_t-shirt,Fold a black sleeveless dress on a table into a compact rectangle.,microagi,human_bimanual,700.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-30-57-992281.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-30-57-992281.zarr,fold_clothes,train
2026-04-10-15-31-23-302281,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sides and bottom into a compact rectangular shape.,microagi,human_bimanual,176.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-31-23-302281.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-31-23-302281.zarr,fold_clothes,train
2026-04-10-15-31-38-072281,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangular shape.,microagi,human_bimanual,204.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-31-38-072281.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-31-38-072281.zarr,fold_clothes,train
2026-04-10-15-47-30-829825,fold_black_t-shirt,Fold a black t-shirt in half on a flat surface using both hands.,microagi,human_bimanual,197.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-47-30-829825.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-47-30-829825.zarr,fold_clothes,train
2026-04-10-15-48-13-143159,fold_black_t-shirt,Fold a black t-shirt on a table into a compact folded shape.,microagi,human_bimanual,232.0,,,s3://rldb/processed_v3/microagi/2026-04-10-15-48-13-143159.mp4,s3://rldb/processed_v3/microagi/2026-04-10-15-48-13-143159.zarr,fold_clothes,train
2026-04-15-11-35-30-516356,fold_black_t-shirt,Fold a black t-shirt on a table by smoothing it flat and lifting/folding it into a compact shape.,microagi,human_bimanual,442.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-35-30-516356.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-35-30-516356.zarr,fold_clothes,train
2026-04-15-11-35-54-331356,fold_black_t-shirt,"Fold a black t-shirt on a table by picking it up, aligning the edges, and folding it into a compact shape.",microagi,human_bimanual,272.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-35-54-331356.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-35-54-331356.zarr,fold_clothes,train
2026-04-15-11-36-28-522644,fold_black_t-shirt,Fold a black t-shirt on a table by smoothing it flat and folding it in half into a compact rectangle.,microagi,human_bimanual,316.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-36-28-522644.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-36-28-522644.zarr,fold_clothes,train
2026-04-15-11-38-08-880289,fold_black_t-shirt,Fold a black t-shirt in half on a couch surface.,microagi,human_bimanual,411.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-38-08-880289.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-38-08-880289.zarr,fold_clothes,train
2026-04-15-11-38-28-956956,fold_black_t-shirt,Fold a black t-shirt by bringing the sleeves and sides together into a compact folded shape.,microagi,human_bimanual,1344.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-38-28-956956.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-38-28-956956.zarr,fold_clothes,train
2026-04-15-11-38-33-205893,fold_black_t-shirt,Fold a black t-shirt on a desk into a compact rectangle by folding it in half twice.,microagi,human_bimanual,771.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-38-33-205893.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-38-33-205893.zarr,fold_clothes,train
2026-04-15-11-39-19-750289,fold_black_t-shirt,Fold a black t-shirt into a compact folded shape on a flat surface.,microagi,human_bimanual,561.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-39-19-750289.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-39-19-750289.zarr,fold_clothes,train
2026-04-15-11-39-40-261956,fold_black_t-shirt,Fold a black t-shirt into a compact rectangle.,microagi,human_bimanual,700.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-39-40-261956.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-39-40-261956.zarr,fold_clothes,train
2026-04-15-11-40-08-110230,fold_black_t-shirt,Fold a black t-shirt by spreading it flat and folding it into a compact shape on a surface.,microagi,human_bimanual,169.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-40-08-110230.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-40-08-110230.zarr,fold_clothes,train
2026-04-15-11-40-14-078564,fold_black_t-shirt,Fold a black t-shirt into a compact rectangular shape.,microagi,human_bimanual,296.0,,,s3://rldb/processed_v3/microagi/2026-04-15-11-40-14-078564.mp4,s3://rldb/processed_v3/microagi/2026-04-15-11-40-14-078564.zarr,fold_clothes,train
2026-04-15-14-30-10-171449,fold_black_t-shirt,"Fold a black t-shirt on a table by spreading it flat, folding in the sleeves, and folding it in half.",microagi,human_bimanual,1669.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-30-10-171449.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-30-10-171449.zarr,fold_clothes,train
2026-04-15-14-41-23-763664,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangle by spreading it flat and folding the sides and bottom inward.,microagi,human_bimanual,574.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-41-23-763664.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-41-23-763664.zarr,fold_clothes,train
2026-04-15-14-41-43-538664,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangle by folding it in half twice.,microagi,human_bimanual,1044.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-41-43-538664.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-41-43-538664.zarr,fold_clothes,train
2026-04-15-14-43-33-412385,fold_black_t-shirt,Fold a black t-shirt on a table by laying it flat and folding it in half.,microagi,human_bimanual,207.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-43-33-412385.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-43-33-412385.zarr,fold_clothes,train
2026-04-15-14-43-40-514052,fold_black_t-shirt,Fold a black t-shirt on a table by bringing in the sleeves and folding it in half into a compact rectangle.,microagi,human_bimanual,515.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-43-40-514052.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-43-40-514052.zarr,fold_clothes,train
2026-04-15-14-43-59-522385,fold_black_t-shirt,"Fold a black t-shirt on a table by laying it flat, folding the sides inward, and pressing it into a compact folded rectangle.",microagi,human_bimanual,764.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-43-59-522385.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-43-59-522385.zarr,fold_clothes,train
2026-04-15-14-45-56-940827,fold_black_t-shirt,Fold a black t-shirt on a table into a compact folded shape.,microagi,human_bimanual,340.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-45-56-940827.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-45-56-940827.zarr,fold_clothes,train
2026-04-15-14-46-21-600065,fold_black_t-shirt,Fold a black t-shirt into a compact rectangle on a table.,microagi,human_bimanual,183.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-46-21-600065.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-46-21-600065.zarr,fold_clothes,train
2026-04-15-14-56-16-655824,fold_black_t-shirt,Fold a black t-shirt on a table by tucking in the sleeves and folding it in half into a compact rectangle.,microagi,human_bimanual,170.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-56-16-655824.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-56-16-655824.zarr,fold_clothes,train
2026-04-15-14-56-24-362491,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sides inward and then folding it in half.,microagi,human_bimanual,1384.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-56-24-362491.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-56-24-362491.zarr,fold_clothes,train
2026-04-15-14-57-15-905824,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sides inward and the bottom up into a compact rectangle.,microagi,human_bimanual,303.0,,,s3://rldb/processed_v3/microagi/2026-04-15-14-57-15-905824.mp4,s3://rldb/processed_v3/microagi/2026-04-15-14-57-15-905824.zarr,fold_clothes,train
2026-04-19-06-36-25-464137,fold_black_t-shirt,Fold a black t-shirt on an ironing board into a compact folded bundle.,microagi,human_bimanual,308.0,,,s3://rldb/processed_v3/microagi/2026-04-19-06-36-25-464137.mp4,s3://rldb/processed_v3/microagi/2026-04-19-06-36-25-464137.zarr,fold_clothes,train
2026-04-20-08-49-01-840263,fold_black_t-shirt,Fold a black t-shirt on a table by folding sleeves inward and folding the bottom half up to produce a compact folded shirt.,microagi,human_bimanual,261.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-49-01-840263.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-49-01-840263.zarr,fold_clothes,train
2026-04-20-08-49-21-283287,fold_black_t-shirt,Fold a black t-shirt flat on a table by smoothing it out and folding the sides and sleeves inward into a compact rectangle.,microagi,human_bimanual,331.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-49-21-283287.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-49-21-283287.zarr,fold_clothes,train
2026-04-20-08-49-23-650263,fold_black_t-shirt,Fold a black t-shirt on a desk into a compact folded rectangle.,microagi,human_bimanual,334.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-49-23-650263.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-49-23-650263.zarr,fold_clothes,train
2026-04-20-08-49-32-989954,fold_black_t-shirt,Fold a black t-shirt on a table by spreading it flat and folding it into a compact shape.,microagi,human_bimanual,282.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-49-32-989954.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-49-32-989954.zarr,fold_clothes,train
2026-04-20-08-49-35-388596,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sides and sleeves inward into a compact folded rectangle.,microagi,human_bimanual,158.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-49-35-388596.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-49-35-388596.zarr,fold_clothes,train
2026-04-20-08-49-43-463287,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact folded shape.,microagi,human_bimanual,274.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-49-43-463287.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-49-43-463287.zarr,fold_clothes,train
2026-04-20-08-50-56-341621,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangle by folding it in half and pressing it flat.,microagi,human_bimanual,207.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-50-56-341621.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-50-56-341621.zarr,fold_clothes,train
2026-04-20-08-51-03-844355,fold_black_t-shirt,Fold a black t-shirt on a desk by folding it in half and then folding it again into a compact rectangle.,microagi,human_bimanual,318.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-51-03-844355.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-51-03-844355.zarr,fold_clothes,train
2026-04-20-08-52-27-354786,fold_black_t-shirt,Fold a black t-shirt by laying it flat on the table and folding it in half.,microagi,human_bimanual,549.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-52-27-354786.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-52-27-354786.zarr,fold_clothes,train
2026-04-20-08-52-47-568120,fold_black_t-shirt,Fold a black t-shirt flat on a table by smoothing it out and folding the sides toward the center.,microagi,human_bimanual,231.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-52-47-568120.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-52-47-568120.zarr,fold_clothes,train
2026-04-20-08-52-55-971453,fold_black_t-shirt,Lay a black t-shirt flat on a table and fold one side over to begin folding it into a compact shape.,microagi,human_bimanual,152.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-52-55-971453.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-52-55-971453.zarr,fold_clothes,train
2026-04-20-08-53-03-109786,fold_black_t-shirt,Fold a black t-shirt flat on a table by smoothing it out and folding it in half.,microagi,human_bimanual,163.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-53-03-109786.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-53-03-109786.zarr,fold_clothes,train
2026-04-20-08-53-14-483120,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangular shape by folding it lengthwise and then in half.,microagi,human_bimanual,233.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-53-14-483120.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-53-14-483120.zarr,fold_clothes,train
2026-04-20-08-53-25-389786,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangular shape.,microagi,human_bimanual,157.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-53-25-389786.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-53-25-389786.zarr,fold_clothes,train
2026-04-20-08-53-26-682092,fold_black_t-shirt,Fold a black t-shirt on a flat surface by bringing the sides together into a compact folded shape.,microagi,human_bimanual,187.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-53-26-682092.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-53-26-682092.zarr,fold_clothes,train
2026-04-20-08-53-35-118759,fold_black_t-shirt,Fold a black t-shirt on a flat surface into a compact rectangular shape.,microagi,human_bimanual,750.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-53-35-118759.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-53-35-118759.zarr,fold_clothes,train
2026-04-20-08-53-45-268120,fold_black_t-shirt,Fold a black t-shirt flat on a table into a compact rectangular shape by folding the bottom hem up and then folding it in half.,microagi,human_bimanual,1275.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-53-45-268120.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-53-45-268120.zarr,fold_clothes,train
2026-04-20-08-54-40-867382,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangular shape.,microagi,human_bimanual,249.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-54-40-867382.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-54-40-867382.zarr,fold_clothes,train
2026-04-20-08-54-49-839048,fold_black_t-shirt,Fold a black t-shirt on a table into a compact rectangle.,microagi,human_bimanual,343.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-54-49-839048.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-54-49-839048.zarr,fold_clothes,train
2026-04-20-08-55-01-979048,fold_black_t-shirt,Fold a black t-shirt on a table by laying it flat and folding it into a compact rectangular shape.,microagi,human_bimanual,161.0,,,s3://rldb/processed_v3/microagi/2026-04-20-08-55-01-979048.mp4,s3://rldb/processed_v3/microagi/2026-04-20-08-55-01-979048.zarr,fold_clothes,train
2026-04-20-09-04-27-549388,fold_black_t-shirt,Fold a black t-shirt on a table by folding the sides inward and lifting the completed folded garment.,microagi,human_bimanual,210.0,,,s3://rldb/processed_v3/microagi/2026-04-20-09-04-27-549388.mp4,s3://rldb/processed_v3/microagi/2026-04-20-09-04-27-549388.zarr,fold_clothes,train
2026-04-20-09-05-02-911993,fold_black_t-shirt,"Fold a black t-shirt in half on a table, bringing the bottom hem up and folding it into a compact rectangle.",microagi,human_bimanual,282.0,,,s3://rldb/processed_v3/microagi/2026-04-20-09-05-02-911993.mp4,s3://rldb/processed_v3/microagi/2026-04-20-09-05-02-911993.zarr,fold_clothes,train
2026-04-20-14-24-44-586977,fold_black_t-shirt,Fold a black t-shirt flat on a desk into a compact rectangle by smoothing and folding it in half twice.,microagi,human_bimanual,687.0,,,s3://rldb/processed_v3/microagi/2026-04-20-14-24-44-586977.mp4,s3://rldb/processed_v3/microagi/2026-04-20-14-24-44-586977.zarr,fold_clothes,train
2026-04-20-14-30-03-981566,fold_black_t-shirt,Fold a black t-shirt on a desk and place it on a stack of folded clothes.,microagi,human_bimanual,696.0,,,s3://rldb/processed_v3/microagi/2026-04-20-14-30-03-981566.mp4,s3://rldb/processed_v3/microagi/2026-04-20-14-30-03-981566.zarr,fold_clothes,train
2026-04-22-15-38-18-476017,fold_black_t-shirt,Fold a black t-shirt into a compact rectangle on the table.,microagi,human_bimanual,686.0,,,s3://rldb/processed_v3/microagi/2026-04-22-15-38-18-476017.mp4,s3://rldb/processed_v3/microagi/2026-04-22-15-38-18-476017.zarr,fold_clothes,train
2026-04-23-14-39-58-534166,fold_black_t-shirt,Fold a black t-shirt on an ironing board into a compact folded shape.,microagi,human_bimanual,425.0,,,s3://rldb/processed_v3/microagi/2026-04-23-14-39-58-534166.mp4,s3://rldb/processed_v3/microagi/2026-04-23-14-39-58-534166.zarr,fold_clothes,train
