episode_id,suite,task_id,arm,baseline_success,first_success_attempt,intervention_iterations_to_success,censored_after_attempt,provider_calls_through_success_or_cap,reset_audit_sha256,source_summary_sha256,workflow,worker
libero_goal_ood:seed19:task1:state0,libero_goal_ood,1,vision_only,True,1,0,,0,7b3a23297994ce4108d27bce7db3153d2169c07219f1f57d809f48edf4d58600,046fcefb878601aa9111f1187dc7290b61ba93fc0971904726749105bc1212c7,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task1:state0,libero_goal_ood,1,noise_language,True,1,0,,0,7b3a23297994ce4108d27bce7db3153d2169c07219f1f57d809f48edf4d58600,046fcefb878601aa9111f1187dc7290b61ba93fc0971904726749105bc1212c7,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task1:state0,libero_goal_ood,1,noise_vision,True,1,0,,0,7b3a23297994ce4108d27bce7db3153d2169c07219f1f57d809f48edf4d58600,046fcefb878601aa9111f1187dc7290b61ba93fc0971904726749105bc1212c7,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task1:state0,libero_goal_ood,1,language_vision,True,1,0,,0,7b3a23297994ce4108d27bce7db3153d2169c07219f1f57d809f48edf4d58600,046fcefb878601aa9111f1187dc7290b61ba93fc0971904726749105bc1212c7,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task1:state0,libero_goal_ood,1,joint,True,1,0,,0,7b3a23297994ce4108d27bce7db3153d2169c07219f1f57d809f48edf4d58600,046fcefb878601aa9111f1187dc7290b61ba93fc0971904726749105bc1212c7,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task2:state0,libero_goal_ood,2,random_noise,False,,,5,0,9450bc2a403ea336bb1028c340abb697ebf425fd727be7073fb965fed0aaaeb9,02aacfc85f8df41a200227351018d31688570bdca11e869dba4780959048d139,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task2:state0,libero_goal_ood,2,noise_only,False,,,5,4,9450bc2a403ea336bb1028c340abb697ebf425fd727be7073fb965fed0aaaeb9,02aacfc85f8df41a200227351018d31688570bdca11e869dba4780959048d139,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task2:state0,libero_goal_ood,2,language_only,False,,,5,4,9450bc2a403ea336bb1028c340abb697ebf425fd727be7073fb965fed0aaaeb9,02aacfc85f8df41a200227351018d31688570bdca11e869dba4780959048d139,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task2:state0,libero_goal_ood,2,vision_only,False,,,5,4,9450bc2a403ea336bb1028c340abb697ebf425fd727be7073fb965fed0aaaeb9,02aacfc85f8df41a200227351018d31688570bdca11e869dba4780959048d139,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task2:state0,libero_goal_ood,2,noise_language,False,,,5,4,9450bc2a403ea336bb1028c340abb697ebf425fd727be7073fb965fed0aaaeb9,02aacfc85f8df41a200227351018d31688570bdca11e869dba4780959048d139,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task2:state0,libero_goal_ood,2,noise_vision,False,,,5,4,9450bc2a403ea336bb1028c340abb697ebf425fd727be7073fb965fed0aaaeb9,02aacfc85f8df41a200227351018d31688570bdca11e869dba4780959048d139,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task2:state0,libero_goal_ood,2,language_vision,False,,,5,4,9450bc2a403ea336bb1028c340abb697ebf425fd727be7073fb965fed0aaaeb9,02aacfc85f8df41a200227351018d31688570bdca11e869dba4780959048d139,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task2:state0,libero_goal_ood,2,joint,False,,,5,4,9450bc2a403ea336bb1028c340abb697ebf425fd727be7073fb965fed0aaaeb9,02aacfc85f8df41a200227351018d31688570bdca11e869dba4780959048d139,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task3:state0,libero_goal_ood,3,random_noise,False,,,5,0,e4a9d27ae920737933d32bccd0593e2a970b1c63c443fb76fd4edb06f4ab3c2e,8f58c3f7169213ec3dd3d00fd8c3f1bb558451d4f5dd0371ef6a5eb38d49331a,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task3:state0,libero_goal_ood,3,noise_only,False,,,5,4,e4a9d27ae920737933d32bccd0593e2a970b1c63c443fb76fd4edb06f4ab3c2e,8f58c3f7169213ec3dd3d00fd8c3f1bb558451d4f5dd0371ef6a5eb38d49331a,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task3:state0,libero_goal_ood,3,language_only,False,,,5,4,e4a9d27ae920737933d32bccd0593e2a970b1c63c443fb76fd4edb06f4ab3c2e,8f58c3f7169213ec3dd3d00fd8c3f1bb558451d4f5dd0371ef6a5eb38d49331a,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task3:state0,libero_goal_ood,3,vision_only,False,,,5,4,e4a9d27ae920737933d32bccd0593e2a970b1c63c443fb76fd4edb06f4ab3c2e,8f58c3f7169213ec3dd3d00fd8c3f1bb558451d4f5dd0371ef6a5eb38d49331a,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task3:state0,libero_goal_ood,3,noise_language,False,,,5,4,e4a9d27ae920737933d32bccd0593e2a970b1c63c443fb76fd4edb06f4ab3c2e,8f58c3f7169213ec3dd3d00fd8c3f1bb558451d4f5dd0371ef6a5eb38d49331a,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task3:state0,libero_goal_ood,3,noise_vision,False,,,5,4,e4a9d27ae920737933d32bccd0593e2a970b1c63c443fb76fd4edb06f4ab3c2e,8f58c3f7169213ec3dd3d00fd8c3f1bb558451d4f5dd0371ef6a5eb38d49331a,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task3:state0,libero_goal_ood,3,language_vision,False,,,5,4,e4a9d27ae920737933d32bccd0593e2a970b1c63c443fb76fd4edb06f4ab3c2e,8f58c3f7169213ec3dd3d00fd8c3f1bb558451d4f5dd0371ef6a5eb38d49331a,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task3:state0,libero_goal_ood,3,joint,False,,,5,4,e4a9d27ae920737933d32bccd0593e2a970b1c63c443fb76fd4edb06f4ab3c2e,8f58c3f7169213ec3dd3d00fd8c3f1bb558451d4f5dd0371ef6a5eb38d49331a,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,random_noise,True,1,0,,0,ecd4be672193a986dcdc84f15855bb7017c9eafde11fdf00c97fd6ea67130765,993b7e4cf0a50d47f4a9b2a0c17aa9a58ff302ff0ad7711d0dcadf35da0efe54,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,noise_only,True,1,0,,0,ecd4be672193a986dcdc84f15855bb7017c9eafde11fdf00c97fd6ea67130765,993b7e4cf0a50d47f4a9b2a0c17aa9a58ff302ff0ad7711d0dcadf35da0efe54,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,language_only,True,1,0,,0,ecd4be672193a986dcdc84f15855bb7017c9eafde11fdf00c97fd6ea67130765,993b7e4cf0a50d47f4a9b2a0c17aa9a58ff302ff0ad7711d0dcadf35da0efe54,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,vision_only,True,1,0,,0,ecd4be672193a986dcdc84f15855bb7017c9eafde11fdf00c97fd6ea67130765,993b7e4cf0a50d47f4a9b2a0c17aa9a58ff302ff0ad7711d0dcadf35da0efe54,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,noise_language,True,1,0,,0,ecd4be672193a986dcdc84f15855bb7017c9eafde11fdf00c97fd6ea67130765,993b7e4cf0a50d47f4a9b2a0c17aa9a58ff302ff0ad7711d0dcadf35da0efe54,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,noise_vision,True,1,0,,0,ecd4be672193a986dcdc84f15855bb7017c9eafde11fdf00c97fd6ea67130765,993b7e4cf0a50d47f4a9b2a0c17aa9a58ff302ff0ad7711d0dcadf35da0efe54,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,language_vision,True,1,0,,0,ecd4be672193a986dcdc84f15855bb7017c9eafde11fdf00c97fd6ea67130765,993b7e4cf0a50d47f4a9b2a0c17aa9a58ff302ff0ad7711d0dcadf35da0efe54,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,joint,True,1,0,,0,ecd4be672193a986dcdc84f15855bb7017c9eafde11fdf00c97fd6ea67130765,993b7e4cf0a50d47f4a9b2a0c17aa9a58ff302ff0ad7711d0dcadf35da0efe54,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,random_noise,True,1,0,,0,3ef2200cfd245e171fb9de488d8418b09a52f0bec620f9f4aee8c5a25006024e,d5b92c5aacef5da5fe3f98491549d2c6655e7efc878d68dfcc1993d6f904a800,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,noise_only,True,1,0,,0,3ef2200cfd245e171fb9de488d8418b09a52f0bec620f9f4aee8c5a25006024e,d5b92c5aacef5da5fe3f98491549d2c6655e7efc878d68dfcc1993d6f904a800,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,language_only,True,1,0,,0,3ef2200cfd245e171fb9de488d8418b09a52f0bec620f9f4aee8c5a25006024e,d5b92c5aacef5da5fe3f98491549d2c6655e7efc878d68dfcc1993d6f904a800,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,vision_only,True,1,0,,0,3ef2200cfd245e171fb9de488d8418b09a52f0bec620f9f4aee8c5a25006024e,d5b92c5aacef5da5fe3f98491549d2c6655e7efc878d68dfcc1993d6f904a800,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,noise_language,True,1,0,,0,3ef2200cfd245e171fb9de488d8418b09a52f0bec620f9f4aee8c5a25006024e,d5b92c5aacef5da5fe3f98491549d2c6655e7efc878d68dfcc1993d6f904a800,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,noise_vision,True,1,0,,0,3ef2200cfd245e171fb9de488d8418b09a52f0bec620f9f4aee8c5a25006024e,d5b92c5aacef5da5fe3f98491549d2c6655e7efc878d68dfcc1993d6f904a800,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,language_vision,True,1,0,,0,3ef2200cfd245e171fb9de488d8418b09a52f0bec620f9f4aee8c5a25006024e,d5b92c5aacef5da5fe3f98491549d2c6655e7efc878d68dfcc1993d6f904a800,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,joint,True,1,0,,0,3ef2200cfd245e171fb9de488d8418b09a52f0bec620f9f4aee8c5a25006024e,d5b92c5aacef5da5fe3f98491549d2c6655e7efc878d68dfcc1993d6f904a800,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,random_noise,False,5,4,,0,780421a98343bf129be26d1656dcd8a509eaf2254adc116b5ae04b2483f282b5,77cfdd74db1e5e0c719c932f47b267f7d741cdf294875e2085a772e1b8ae7114,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,noise_only,False,,,5,4,780421a98343bf129be26d1656dcd8a509eaf2254adc116b5ae04b2483f282b5,77cfdd74db1e5e0c719c932f47b267f7d741cdf294875e2085a772e1b8ae7114,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,language_only,False,2,1,,1,780421a98343bf129be26d1656dcd8a509eaf2254adc116b5ae04b2483f282b5,77cfdd74db1e5e0c719c932f47b267f7d741cdf294875e2085a772e1b8ae7114,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,vision_only,False,,,5,4,780421a98343bf129be26d1656dcd8a509eaf2254adc116b5ae04b2483f282b5,77cfdd74db1e5e0c719c932f47b267f7d741cdf294875e2085a772e1b8ae7114,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,noise_language,False,2,1,,1,780421a98343bf129be26d1656dcd8a509eaf2254adc116b5ae04b2483f282b5,77cfdd74db1e5e0c719c932f47b267f7d741cdf294875e2085a772e1b8ae7114,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,noise_vision,False,,,5,4,780421a98343bf129be26d1656dcd8a509eaf2254adc116b5ae04b2483f282b5,77cfdd74db1e5e0c719c932f47b267f7d741cdf294875e2085a772e1b8ae7114,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,language_vision,False,4,3,,3,780421a98343bf129be26d1656dcd8a509eaf2254adc116b5ae04b2483f282b5,77cfdd74db1e5e0c719c932f47b267f7d741cdf294875e2085a772e1b8ae7114,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,joint,False,,,5,4,780421a98343bf129be26d1656dcd8a509eaf2254adc116b5ae04b2483f282b5,77cfdd74db1e5e0c719c932f47b267f7d741cdf294875e2085a772e1b8ae7114,astra-pi05-interventions-eval-20260924-1,2
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,random_noise,False,,,5,0,6da47317a95c5bb42e02c635dd12096a4453b84826e784b044081b9e8b4b8659,a295224f57d5322fe635dc6c93befa6bd6ba2b3ba7510697291f1c010052a6ea,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,noise_only,False,,,5,4,6da47317a95c5bb42e02c635dd12096a4453b84826e784b044081b9e8b4b8659,a295224f57d5322fe635dc6c93befa6bd6ba2b3ba7510697291f1c010052a6ea,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,language_only,False,,,5,4,6da47317a95c5bb42e02c635dd12096a4453b84826e784b044081b9e8b4b8659,a295224f57d5322fe635dc6c93befa6bd6ba2b3ba7510697291f1c010052a6ea,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,vision_only,False,,,5,4,6da47317a95c5bb42e02c635dd12096a4453b84826e784b044081b9e8b4b8659,a295224f57d5322fe635dc6c93befa6bd6ba2b3ba7510697291f1c010052a6ea,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,noise_language,False,,,5,4,6da47317a95c5bb42e02c635dd12096a4453b84826e784b044081b9e8b4b8659,a295224f57d5322fe635dc6c93befa6bd6ba2b3ba7510697291f1c010052a6ea,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,noise_vision,False,,,5,4,6da47317a95c5bb42e02c635dd12096a4453b84826e784b044081b9e8b4b8659,a295224f57d5322fe635dc6c93befa6bd6ba2b3ba7510697291f1c010052a6ea,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,language_vision,False,,,5,4,6da47317a95c5bb42e02c635dd12096a4453b84826e784b044081b9e8b4b8659,a295224f57d5322fe635dc6c93befa6bd6ba2b3ba7510697291f1c010052a6ea,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,joint,False,,,5,4,6da47317a95c5bb42e02c635dd12096a4453b84826e784b044081b9e8b4b8659,a295224f57d5322fe635dc6c93befa6bd6ba2b3ba7510697291f1c010052a6ea,astra-pi05-interventions-eval-20260924-1,3
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,random_noise,True,1,0,,0,b10d41ffe39c5571ab7ddca82275bc8f732618d587788d6e7cf784c537a51bd3,ab0bbc8b240b98d3659847b41d446f27022161bb5581f8f0e1a9b93354a52b56,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,noise_only,True,1,0,,0,b10d41ffe39c5571ab7ddca82275bc8f732618d587788d6e7cf784c537a51bd3,ab0bbc8b240b98d3659847b41d446f27022161bb5581f8f0e1a9b93354a52b56,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,language_only,True,1,0,,0,b10d41ffe39c5571ab7ddca82275bc8f732618d587788d6e7cf784c537a51bd3,ab0bbc8b240b98d3659847b41d446f27022161bb5581f8f0e1a9b93354a52b56,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,vision_only,True,1,0,,0,b10d41ffe39c5571ab7ddca82275bc8f732618d587788d6e7cf784c537a51bd3,ab0bbc8b240b98d3659847b41d446f27022161bb5581f8f0e1a9b93354a52b56,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,noise_language,True,1,0,,0,b10d41ffe39c5571ab7ddca82275bc8f732618d587788d6e7cf784c537a51bd3,ab0bbc8b240b98d3659847b41d446f27022161bb5581f8f0e1a9b93354a52b56,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,noise_vision,True,1,0,,0,b10d41ffe39c5571ab7ddca82275bc8f732618d587788d6e7cf784c537a51bd3,ab0bbc8b240b98d3659847b41d446f27022161bb5581f8f0e1a9b93354a52b56,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,language_vision,True,1,0,,0,b10d41ffe39c5571ab7ddca82275bc8f732618d587788d6e7cf784c537a51bd3,ab0bbc8b240b98d3659847b41d446f27022161bb5581f8f0e1a9b93354a52b56,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,joint,True,1,0,,0,b10d41ffe39c5571ab7ddca82275bc8f732618d587788d6e7cf784c537a51bd3,ab0bbc8b240b98d3659847b41d446f27022161bb5581f8f0e1a9b93354a52b56,astra-pi05-interventions-eval-20260924-1,0
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,random_noise,True,1,0,,0,6a2934323a158ad76e70c2900194fa4806004e9923b83e1fcfc37018a2d19aa0,839fcef5fc04a74d5a9aca614fd2da94ba638c5cb6bca6eaeb155705c65e4e35,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,noise_only,True,1,0,,0,6a2934323a158ad76e70c2900194fa4806004e9923b83e1fcfc37018a2d19aa0,839fcef5fc04a74d5a9aca614fd2da94ba638c5cb6bca6eaeb155705c65e4e35,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,language_only,True,1,0,,0,6a2934323a158ad76e70c2900194fa4806004e9923b83e1fcfc37018a2d19aa0,839fcef5fc04a74d5a9aca614fd2da94ba638c5cb6bca6eaeb155705c65e4e35,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,vision_only,True,1,0,,0,6a2934323a158ad76e70c2900194fa4806004e9923b83e1fcfc37018a2d19aa0,839fcef5fc04a74d5a9aca614fd2da94ba638c5cb6bca6eaeb155705c65e4e35,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,noise_language,True,1,0,,0,6a2934323a158ad76e70c2900194fa4806004e9923b83e1fcfc37018a2d19aa0,839fcef5fc04a74d5a9aca614fd2da94ba638c5cb6bca6eaeb155705c65e4e35,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,noise_vision,True,1,0,,0,6a2934323a158ad76e70c2900194fa4806004e9923b83e1fcfc37018a2d19aa0,839fcef5fc04a74d5a9aca614fd2da94ba638c5cb6bca6eaeb155705c65e4e35,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,language_vision,True,1,0,,0,6a2934323a158ad76e70c2900194fa4806004e9923b83e1fcfc37018a2d19aa0,839fcef5fc04a74d5a9aca614fd2da94ba638c5cb6bca6eaeb155705c65e4e35,astra-pi05-interventions-eval-20260924-1,1
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,joint,True,1,0,,0,6a2934323a158ad76e70c2900194fa4806004e9923b83e1fcfc37018a2d19aa0,839fcef5fc04a74d5a9aca614fd2da94ba638c5cb6bca6eaeb155705c65e4e35,astra-pi05-interventions-eval-20260924-1,1
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,random_noise,True,1,0,,0,041000a2bf90a340761cedcff4f9ae17596570ce66fa5ea49e78aec7eb0539ca,1f41f891a648074e4921e636f8e6749dfc65ffacd65025034162ac047fd3b55a,astra-pi05-interventions-eval-20260924-1,4
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,noise_only,True,1,0,,0,041000a2bf90a340761cedcff4f9ae17596570ce66fa5ea49e78aec7eb0539ca,1f41f891a648074e4921e636f8e6749dfc65ffacd65025034162ac047fd3b55a,astra-pi05-interventions-eval-20260924-1,4
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,language_only,True,1,0,,0,041000a2bf90a340761cedcff4f9ae17596570ce66fa5ea49e78aec7eb0539ca,1f41f891a648074e4921e636f8e6749dfc65ffacd65025034162ac047fd3b55a,astra-pi05-interventions-eval-20260924-1,4
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,vision_only,True,1,0,,0,041000a2bf90a340761cedcff4f9ae17596570ce66fa5ea49e78aec7eb0539ca,1f41f891a648074e4921e636f8e6749dfc65ffacd65025034162ac047fd3b55a,astra-pi05-interventions-eval-20260924-1,4
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,noise_language,True,1,0,,0,041000a2bf90a340761cedcff4f9ae17596570ce66fa5ea49e78aec7eb0539ca,1f41f891a648074e4921e636f8e6749dfc65ffacd65025034162ac047fd3b55a,astra-pi05-interventions-eval-20260924-1,4
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,noise_vision,True,1,0,,0,041000a2bf90a340761cedcff4f9ae17596570ce66fa5ea49e78aec7eb0539ca,1f41f891a648074e4921e636f8e6749dfc65ffacd65025034162ac047fd3b55a,astra-pi05-interventions-eval-20260924-1,4
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,language_vision,True,1,0,,0,041000a2bf90a340761cedcff4f9ae17596570ce66fa5ea49e78aec7eb0539ca,1f41f891a648074e4921e636f8e6749dfc65ffacd65025034162ac047fd3b55a,astra-pi05-interventions-eval-20260924-1,4
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,joint,True,1,0,,0,041000a2bf90a340761cedcff4f9ae17596570ce66fa5ea49e78aec7eb0539ca,1f41f891a648074e4921e636f8e6749dfc65ffacd65025034162ac047fd3b55a,astra-pi05-interventions-eval-20260924-1,4
libero_spatial_ood:seed19:task1:state0,libero_spatial_ood,1,random_noise,True,1,0,,0,769ca48ba097b3fb316d7d7f8b09454653c04086cfb730476f870260436c43b0,c85f2872fc100265d560b74d471f4076372995ed45cfb2cfa42057dfc6ab273c,astra-pi05-interventions-eval-20260924-1,5
libero_spatial_ood:seed19:task1:state0,libero_spatial_ood,1,noise_only,True,1,0,,0,769ca48ba097b3fb316d7d7f8b09454653c04086cfb730476f870260436c43b0,c85f2872fc100265d560b74d471f4076372995ed45cfb2cfa42057dfc6ab273c,astra-pi05-interventions-eval-20260924-1,5
libero_spatial_ood:seed19:task1:state0,libero_spatial_ood,1,language_only,True,1,0,,0,769ca48ba097b3fb316d7d7f8b09454653c04086cfb730476f870260436c43b0,c85f2872fc100265d560b74d471f4076372995ed45cfb2cfa42057dfc6ab273c,astra-pi05-interventions-eval-20260924-1,5
