episode_id,suite,task_id,arm,baseline_success,first_success_attempt,intervention_iterations_to_success,censored_after_attempt,rescued,winning_candidate_id,winning_requested_nonzero_channels,winning_proposal_sha256,winning_rollout_actions,proposal_failures,provider_calls_through_success_or_cap,failed_calls_through_success_or_cap,observed_input_tokens_through_success_or_cap,input_tokens_complete,input_tokens_missing_calls,observed_output_tokens_through_success_or_cap,output_tokens_complete,output_tokens_missing_calls,observed_reasoning_tokens_through_success_or_cap,reasoning_tokens_complete,reasoning_tokens_missing_calls,observed_total_tokens_through_success_or_cap,total_tokens_complete,total_tokens_missing_calls
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,noise_only,True,1,0,,False,reversal_identity,,,83,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,language_only,True,1,0,,False,reversal_identity,,,83,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,vision_only,True,1,0,,False,reversal_identity,,,83,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,noise_language,True,1,0,,False,reversal_identity,,,83,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,noise_vision,True,1,0,,False,reversal_identity,,,83,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,language_vision,True,1,0,,False,reversal_identity,,,83,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task4:state0,libero_goal_ood,4,joint,True,1,0,,False,reversal_identity,,,83,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,random_noise,True,1,0,,False,reversal_identity,,,104,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,noise_only,True,1,0,,False,reversal_identity,,,104,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,language_only,True,1,0,,False,reversal_identity,,,104,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,vision_only,True,1,0,,False,reversal_identity,,,104,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,noise_language,True,1,0,,False,reversal_identity,,,104,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,noise_vision,True,1,0,,False,reversal_identity,,,104,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,language_vision,True,1,0,,False,reversal_identity,,,104,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task5:state0,libero_goal_ood,5,joint,True,1,0,,False,reversal_identity,,,104,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,random_noise,False,5,4,,True,random_noise_5,noise,437d7c4e1251b0ff4839526f886b4c2c220458467a7e846c28ee4d0f1c8d5370,266,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,noise_only,False,,,5,False,,,,,0,4,0,16006,True,0,1123,True,0,0,True,0,17129,True,0
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,language_only,False,2,1,,True,bowl_destination_guidance_v1,language,0c4d225d79db7fb214ebac047bdb09516a683e497addd6186523aeee9fe9abe4,99,0,1,0,3423,True,0,234,True,0,0,True,0,3657,True,0
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,vision_only,False,,,5,False,,,,,0,4,0,15240,True,0,1191,True,0,190,True,0,16431,True,0
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,noise_language,False,2,1,,True,bowl_destination_language_v1,language,be7d32e056e220dd2b52e5977813b8367df4c6cbc05e0213e09b962317276aa3,97,0,1,0,3554,True,0,287,True,0,0,True,0,3841,True,0
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,noise_vision,False,,,5,False,,,,,0,4,0,16293,True,0,1446,True,0,95,True,0,17739,True,0
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,language_vision,False,4,3,,True,spatial_bowl_unmarked_v4,language,4513b91dec3c756f164788c31eaaf1fa0638448162de8089041e0b33bb542894,95,0,3,0,11254,True,0,1059,True,0,262,True,0,12313,True,0
libero_goal_ood:seed19:task6:state0,libero_goal_ood,6,joint,False,,,5,False,,,,,0,4,0,16767,True,0,1855,True,0,278,True,0,18622,True,0
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,random_noise,False,,,5,False,,,,,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,noise_only,False,,,5,False,,,,,0,4,0,16108,True,0,1197,True,0,51,True,0,17305,True,0
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,language_only,False,,,5,False,,,,,0,4,0,15495,True,0,1212,True,0,252,True,0,16707,True,0
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,vision_only,False,,,5,False,,,,,0,4,0,15201,True,0,1150,True,0,153,True,0,16351,True,0
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,noise_language,False,,,5,False,,,,,0,4,0,16655,True,0,1678,True,0,316,True,0,18333,True,0
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,noise_vision,False,,,5,False,,,,,1,4,1,15416,True,0,1345,True,0,64,True,0,16761,True,0
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,language_vision,False,,,5,False,,,,,0,4,0,15793,True,0,1478,True,0,292,True,0,17271,True,0
libero_goal_ood:seed19:task7:state0,libero_goal_ood,7,joint,False,,,5,False,,,,,0,4,0,16918,True,0,1916,True,0,493,True,0,18834,True,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,random_noise,True,1,0,,False,reversal_identity,,,260,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,noise_only,True,1,0,,False,reversal_identity,,,260,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,language_only,True,1,0,,False,reversal_identity,,,260,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,vision_only,True,1,0,,False,reversal_identity,,,260,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,noise_language,True,1,0,,False,reversal_identity,,,260,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,noise_vision,True,1,0,,False,reversal_identity,,,260,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,language_vision,True,1,0,,False,reversal_identity,,,260,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task8:state0,libero_goal_ood,8,joint,True,1,0,,False,reversal_identity,,,260,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,random_noise,True,1,0,,False,reversal_identity,,,113,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,noise_only,True,1,0,,False,reversal_identity,,,113,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,language_only,True,1,0,,False,reversal_identity,,,113,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,vision_only,True,1,0,,False,reversal_identity,,,113,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,noise_language,True,1,0,,False,reversal_identity,,,113,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,noise_vision,True,1,0,,False,reversal_identity,,,113,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,language_vision,True,1,0,,False,reversal_identity,,,113,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_goal_ood:seed19:task9:state0,libero_goal_ood,9,joint,True,1,0,,False,reversal_identity,,,113,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,random_noise,True,1,0,,False,reversal_identity,,,136,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,noise_only,True,1,0,,False,reversal_identity,,,136,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,language_only,True,1,0,,False,reversal_identity,,,136,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,vision_only,True,1,0,,False,reversal_identity,,,136,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,noise_language,True,1,0,,False,reversal_identity,,,136,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,noise_vision,True,1,0,,False,reversal_identity,,,136,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,language_vision,True,1,0,,False,reversal_identity,,,136,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task0:state0,libero_spatial_ood,0,joint,True,1,0,,False,reversal_identity,,,136,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task1:state0,libero_spatial_ood,1,random_noise,True,1,0,,False,reversal_identity,,,93,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task1:state0,libero_spatial_ood,1,noise_only,True,1,0,,False,reversal_identity,,,93,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task1:state0,libero_spatial_ood,1,language_only,True,1,0,,False,reversal_identity,,,93,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task1:state0,libero_spatial_ood,1,vision_only,True,1,0,,False,reversal_identity,,,93,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task1:state0,libero_spatial_ood,1,noise_language,True,1,0,,False,reversal_identity,,,93,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task1:state0,libero_spatial_ood,1,noise_vision,True,1,0,,False,reversal_identity,,,93,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task1:state0,libero_spatial_ood,1,language_vision,True,1,0,,False,reversal_identity,,,93,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task1:state0,libero_spatial_ood,1,joint,True,1,0,,False,reversal_identity,,,93,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,2,random_noise,False,,,5,False,,,,,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,2,noise_only,False,,,5,False,,,,,0,4,0,16119,True,0,1217,True,0,0,True,0,17336,True,0
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,2,language_only,False,,,5,False,,,,,0,4,0,15409,True,0,1189,True,0,258,True,0,16598,True,0
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,2,vision_only,False,,,5,False,,,,,0,4,0,15349,True,0,1347,True,0,346,True,0,16696,True,0
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,2,noise_language,False,,,5,False,,,,,0,4,0,16549,True,0,1582,True,0,183,True,0,18131,True,0
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,2,noise_vision,False,4,3,,True,milk_plate_opposite_noise_probe,noise+vision,d2c663c9fcb8498650d59c2354975f765a338ef2c9764aba770ca0f58d938b17,93,0,3,0,11733,True,0,1285,True,0,175,True,0,13018,True,0
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,2,language_vision,False,,,5,False,,,,,0,4,0,15835,True,0,1347,True,0,186,True,0,17182,True,0
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,2,joint,False,,,5,False,,,,,0,4,0,16875,True,0,1879,True,0,357,True,0,18754,True,0
libero_spatial_ood:seed19:task3:state0,libero_spatial_ood,3,random_noise,True,1,0,,False,reversal_identity,,,90,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task3:state0,libero_spatial_ood,3,noise_only,True,1,0,,False,reversal_identity,,,90,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task3:state0,libero_spatial_ood,3,language_only,True,1,0,,False,reversal_identity,,,90,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task3:state0,libero_spatial_ood,3,vision_only,True,1,0,,False,reversal_identity,,,90,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task3:state0,libero_spatial_ood,3,noise_language,True,1,0,,False,reversal_identity,,,90,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task3:state0,libero_spatial_ood,3,noise_vision,True,1,0,,False,reversal_identity,,,90,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task3:state0,libero_spatial_ood,3,language_vision,True,1,0,,False,reversal_identity,,,90,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task3:state0,libero_spatial_ood,3,joint,True,1,0,,False,reversal_identity,,,90,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task4:state0,libero_spatial_ood,4,random_noise,False,,,5,False,,,,,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task4:state0,libero_spatial_ood,4,noise_only,False,,,5,False,,,,,0,4,0,16164,True,0,1171,True,0,0,True,0,17335,True,0
libero_spatial_ood:seed19:task4:state0,libero_spatial_ood,4,language_only,False,,,5,False,,,,,1,4,1,14799,True,0,1131,True,0,174,True,0,15930,True,0
libero_spatial_ood:seed19:task4:state0,libero_spatial_ood,4,vision_only,False,,,5,False,,,,,0,4,0,15216,True,0,1232,True,0,275,True,0,16448,True,0
libero_spatial_ood:seed19:task4:state0,libero_spatial_ood,4,noise_language,False,,,5,False,,,,,0,4,0,16587,True,0,1593,True,0,212,True,0,18180,True,0
libero_spatial_ood:seed19:task4:state0,libero_spatial_ood,4,noise_vision,False,,,5,False,,,,,0,4,0,16340,True,0,1524,True,0,265,True,0,17864,True,0
libero_spatial_ood:seed19:task4:state0,libero_spatial_ood,4,language_vision,False,,,5,False,,,,,0,4,0,15662,True,0,1351,True,0,292,True,0,17013,True,0
libero_spatial_ood:seed19:task4:state0,libero_spatial_ood,4,joint,False,,,5,False,,,,,0,4,0,16914,True,0,1805,True,0,347,True,0,18719,True,0
libero_spatial_ood:seed19:task5:state0,libero_spatial_ood,5,random_noise,False,,,5,False,,,,,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task5:state0,libero_spatial_ood,5,noise_only,False,,,5,False,,,,,0,4,0,16116,True,0,1150,True,0,0,True,0,17266,True,0
libero_spatial_ood:seed19:task5:state0,libero_spatial_ood,5,language_only,False,,,5,False,,,,,0,4,0,15421,True,0,1268,True,0,333,True,0,16689,True,0
libero_spatial_ood:seed19:task5:state0,libero_spatial_ood,5,vision_only,False,,,5,False,,,,,0,4,0,15266,True,0,1311,True,0,324,True,0,16577,True,0
libero_spatial_ood:seed19:task5:state0,libero_spatial_ood,5,noise_language,False,,,5,False,,,,,0,4,0,16518,True,0,1450,True,0,222,True,0,17968,True,0
libero_spatial_ood:seed19:task5:state0,libero_spatial_ood,5,noise_vision,False,,,5,False,,,,,0,4,0,16371,True,0,1444,True,0,147,True,0,17815,True,0
libero_spatial_ood:seed19:task5:state0,libero_spatial_ood,5,language_vision,False,,,5,False,,,,,0,4,0,15677,True,0,1483,True,0,412,True,0,17160,True,0
libero_spatial_ood:seed19:task5:state0,libero_spatial_ood,5,joint,False,,,5,False,,,,,1,4,1,16763,True,0,2004,True,0,536,True,0,18767,True,0
libero_spatial_ood:seed19:task6:state0,libero_spatial_ood,6,random_noise,False,,,5,False,,,,,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task6:state0,libero_spatial_ood,6,noise_only,False,,,5,False,,,,,0,4,0,16072,True,0,1129,True,0,0,True,0,17201,True,0
libero_spatial_ood:seed19:task6:state0,libero_spatial_ood,6,language_only,False,,,5,False,,,,,0,4,0,15419,True,0,1336,True,0,375,True,0,16755,True,0
libero_spatial_ood:seed19:task6:state0,libero_spatial_ood,6,vision_only,False,,,5,False,,,,,0,4,0,15217,True,0,1453,True,0,505,True,0,16670,True,0
libero_spatial_ood:seed19:task6:state0,libero_spatial_ood,6,noise_language,False,,,5,False,,,,,0,4,0,16496,True,0,1559,True,0,308,True,0,18055,True,0
libero_spatial_ood:seed19:task6:state0,libero_spatial_ood,6,noise_vision,False,,,5,False,,,,,0,4,0,16387,True,0,1542,True,0,201,True,0,17929,True,0
libero_spatial_ood:seed19:task6:state0,libero_spatial_ood,6,language_vision,False,,,5,False,,,,,0,4,0,15719,True,0,1354,True,0,284,True,0,17073,True,0
libero_spatial_ood:seed19:task6:state0,libero_spatial_ood,6,joint,False,,,5,False,,,,,0,4,0,16872,True,0,1748,True,0,253,True,0,18620,True,0
libero_spatial_ood:seed19:task7:state0,libero_spatial_ood,7,random_noise,False,,,5,False,,,,,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task7:state0,libero_spatial_ood,7,noise_only,False,,,5,False,,,,,0,4,0,16136,True,0,1193,True,0,0,True,0,17329,True,0
libero_spatial_ood:seed19:task7:state0,libero_spatial_ood,7,language_only,False,,,5,False,,,,,0,4,0,15470,True,0,1208,True,0,267,True,0,16678,True,0
libero_spatial_ood:seed19:task7:state0,libero_spatial_ood,7,vision_only,False,,,5,False,,,,,0,4,0,15242,True,0,1413,True,0,434,True,0,16655,True,0
libero_spatial_ood:seed19:task7:state0,libero_spatial_ood,7,noise_language,False,,,5,False,,,,,1,4,1,15692,True,0,1641,True,0,334,True,0,17333,True,0
libero_spatial_ood:seed19:task7:state0,libero_spatial_ood,7,noise_vision,False,,,5,False,,,,,0,4,0,16482,True,0,1528,True,0,208,True,0,18010,True,0
libero_spatial_ood:seed19:task7:state0,libero_spatial_ood,7,language_vision,False,,,5,False,,,,,0,4,0,15793,True,0,1508,True,0,403,True,0,17301,True,0
libero_spatial_ood:seed19:task7:state0,libero_spatial_ood,7,joint,False,,,5,False,,,,,0,4,0,16972,True,0,1960,True,0,409,True,0,18932,True,0
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,8,random_noise,False,5,4,,True,random_noise_5,noise,7ed2ab1ef7fbf71d64728233b07d1d88f16e7d22bd43f694385acdd6e05fbcf5,103,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,8,noise_only,False,3,2,,True,noise_probe_03,noise,6b7c8c0c1fb23e5bbe0d2046f996c8fd3e5a6e164ce1b75575e67bb6cace1f18,97,0,2,0,7338,True,0,566,True,0,0,True,0,7904,True,0
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,8,language_only,False,,,5,False,,,,,0,4,0,15436,True,0,1259,True,0,343,True,0,16695,True,0
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,8,vision_only,False,2,1,,True,cabinet_top_box_v2,vision,5e7f4f8a536b8b5f8f2e32ab970dfb84e44e1bfcca99e01b00fc83e5b539d28c,104,0,1,0,3353,True,0,234,True,0,0,True,0,3587,True,0
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,8,noise_language,False,,,5,False,,,,,0,4,0,16674,True,0,1451,True,0,135,True,0,18125,True,0
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,8,noise_vision,False,5,4,,True,cabinet_top_box_v5,vision,c7e4894a0eefc98337970ae5fa6be55f5669f18a978bbda3f4394bb9193f6aa9,93,0,4,0,16312,True,0,1461,True,0,188,True,0,17773,True,0
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,8,language_vision,False,,,5,False,,,,,0,4,0,15768,True,0,1468,True,0,304,True,0,17236,True,0
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,8,joint,False,,,5,False,,,,,0,4,0,16750,True,0,1682,True,0,244,True,0,18432,True,0
libero_spatial_ood:seed19:task9:state0,libero_spatial_ood,9,random_noise,False,,,5,False,,,,,0,0,0,0,True,0,0,True,0,0,True,0,0,True,0
libero_spatial_ood:seed19:task9:state0,libero_spatial_ood,9,noise_only,False,,,5,False,,,,,0,4,0,16209,True,0,1238,True,0,0,True,0,17447,True,0
libero_spatial_ood:seed19:task9:state0,libero_spatial_ood,9,language_only,False,,,5,False,,,,,0,4,0,15491,True,0,1180,True,0,236,True,0,16671,True,0
libero_spatial_ood:seed19:task9:state0,libero_spatial_ood,9,vision_only,False,,,5,False,,,,,0,4,0,15186,True,0,1105,True,0,168,True,0,16291,True,0
