episode_id,suite,arm,iteration,attempt_success,decision_index,observation_step,accepted,provider_call,error_kind,decision_id,source_pair_changed,alpha_changed,vision_annotations,source_a_id,source_b_id,alpha,input_tokens,output_tokens,reasoning_tokens,total_tokens
libero_goal_ood:seed19:task6:state0,libero_goal_ood,astra_tli_vision,2,False,9,200,True,True,,astra_tli_vision_2_d9,True,True,0,14,13,0.25,7650,407,115,8057
libero_goal_ood:seed19:task6:state0,libero_goal_ood,astra_tli_vision,2,False,10,225,True,True,,astra_tli_vision_2_d10,False,True,1,14,13,0.75,7978,302,0,8280
libero_goal_ood:seed19:task6:state0,libero_goal_ood,astra_tli_vision,2,False,11,250,True,True,,astra_tli_vision_2_d11,True,True,0,18,13,0.85,8344,382,84,8726
libero_goal_ood:seed19:task6:state0,libero_goal_ood,astra_tli_vision,2,False,12,275,True,True,,astra_tli_vision_2_d12,True,True,0,14,13,0.25,8694,410,124,9104
libero_goal_ood:seed19:task6:state0,libero_goal_ood,astra_tli_vision,3,True,1,0,True,True,,astra_tli_vision_3_d1,False,False,1,14,18,0.15,8077,349,49,8426
libero_goal_ood:seed19:task6:state0,libero_goal_ood,astra_tli_vision,3,True,2,25,True,True,,astra_tli_vision_3_d2,False,False,1,14,18,0.15,9449,302,0,9751
libero_goal_ood:seed19:task6:state0,libero_goal_ood,astra_tli_vision,3,True,3,50,True,True,,astra_tli_vision_3_d3,False,True,1,14,18,0.25,9799,311,0,10110
libero_goal_ood:seed19:task6:state0,libero_goal_ood,astra_tli_vision,3,True,4,75,True,True,,astra_tli_vision_3_d4,True,True,1,18,13,0.8,10167,400,35,10567
libero_goal_ood:seed19:task6:state0,libero_goal_ood,astra_tli_vision,3,True,5,100,True,True,,astra_tli_vision_3_d5,False,False,1,18,13,0.8,10593,352,36,10945
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,2,False,1,0,True,True,,astra_tei_2_d1,False,False,0,14,10,0.25,4017,277,48,4294
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,2,False,2,25,True,True,,astra_tei_2_d2,True,False,0,13,10,0.25,5307,333,87,5640
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,2,False,3,50,True,True,,astra_tei_2_d3,True,True,0,14,10,0.0,5584,302,50,5886
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,2,False,4,75,True,True,,astra_tei_2_d4,True,True,0,14,13,0.5,5879,282,38,6161
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,2,False,5,100,True,True,,astra_tei_2_d5,False,True,0,14,13,1.0,6179,279,29,6458
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,2,False,6,125,True,True,,astra_tei_2_d6,True,True,0,14,38,0.5,6473,275,18,6748
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,2,False,7,150,True,True,,astra_tei_2_d7,False,False,0,14,38,0.5,6769,301,48,7070
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,2,False,8,175,False,True,proposal_rejected,,False,False,0,,,,7065,298,26,7363
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,2,False,9,200,True,True,,astra_tei_2_d9,True,False,0,13,38,0.5,7118,292,31,7410
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,2,False,10,225,False,True,proposal_rejected,,False,False,0,,,,7426,294,53,7720
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,2,False,11,250,True,True,,astra_tei_2_d11,True,True,0,14,38,0.25,7462,308,58,7770
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,2,False,12,275,True,True,,astra_tei_2_d12,False,False,0,14,38,0.25,7760,249,0,8009
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,3,False,1,0,True,True,,astra_tei_3_d1,False,False,0,13,10,0.15,7105,285,39,7390
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,3,False,2,25,True,True,,astra_tei_3_d2,False,False,0,13,10,0.15,8402,296,48,8698
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,3,False,3,50,True,True,,astra_tei_3_d3,True,True,0,14,13,0.5,8688,291,33,8979
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,3,False,4,75,True,True,,astra_tei_3_d4,False,True,0,14,13,1.0,9004,375,96,9379
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,3,False,5,100,True,True,,astra_tei_3_d5,False,False,0,14,13,1.0,9325,367,107,9692
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,3,False,6,125,True,True,,astra_tei_3_d6,False,True,0,14,13,0.25,9626,313,43,9939
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,3,False,7,150,True,True,,astra_tei_3_d7,True,False,0,13,38,0.25,9938,319,52,10257
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,3,False,8,175,True,True,,astra_tei_3_d8,True,True,0,14,13,0.0,10256,283,18,10539
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,3,False,9,200,True,True,,astra_tei_3_d9,True,True,0,13,38,0.5,10573,335,66,10908
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,3,False,10,225,True,True,,astra_tei_3_d10,False,False,0,13,38,0.5,10885,296,35,11181
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,3,False,11,250,True,True,,astra_tei_3_d11,True,True,0,14,38,0.25,11187,295,22,11482
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tei,3,False,12,275,True,True,,astra_tei_3_d12,True,True,0,14,13,0.75,11508,316,47,11824
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tli,2,True,1,0,True,True,,astra_tli_2_d1,False,False,0,14,18,0.1,4007,302,70,4309
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tli,2,True,2,25,True,True,,astra_tli_2_d2,False,False,0,14,18,0.1,5297,242,0,5539
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tli,2,True,3,50,True,True,,astra_tli_2_d3,True,True,0,10,18,0.2,5579,331,67,5910
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tli,2,True,4,75,True,True,,astra_tli_2_d4,False,False,0,10,18,0.2,5912,259,0,6171
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tli_vision,2,True,1,0,True,True,,astra_tli_vision_2_d1,False,False,2,14,10,0.25,4029,400,102,4429
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tli_vision,2,True,2,25,True,True,,astra_tli_vision_2_d2,False,False,2,14,10,0.25,5405,281,0,5686
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tli_vision,2,True,3,50,True,True,,astra_tli_vision_2_d3,True,True,1,18,10,0.75,5744,348,52,6092
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tli_vision,2,True,4,75,True,True,,astra_tli_vision_2_d4,False,False,1,18,10,0.75,6105,276,0,6381
libero_spatial_ood:seed19:task2:state0,libero_spatial_ood,astra_tli_vision,2,True,5,100,True,True,,astra_tli_vision_2_d5,False,False,1,18,10,0.75,6427,266,0,6693
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tei,2,True,1,0,True,True,,astra_tei_2_d1,False,False,0,38,18,0.3,4012,225,0,4237
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tei,2,True,2,25,True,True,,astra_tei_2_d2,False,False,0,38,18,0.3,5284,231,0,5515
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tei,2,True,3,50,True,True,,astra_tei_2_d3,False,True,0,38,18,0.85,5564,263,30,5827
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tei,2,True,4,75,True,True,,astra_tei_2_d4,False,True,0,38,18,1.0,5856,233,0,6089
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tli,2,True,1,0,True,True,,astra_tli_2_d1,False,False,0,38,18,0.2,4020,247,0,4267
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tli,2,True,2,25,True,True,,astra_tli_2_d2,False,False,0,38,18,0.2,5326,234,0,5560
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tli,2,True,3,50,True,True,,astra_tli_2_d3,False,True,0,38,18,0.35,5601,323,62,5924
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tli,2,True,4,75,True,True,,astra_tli_2_d4,False,True,0,38,18,0.85,5915,271,0,6186
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tli,2,True,5,100,True,True,,astra_tli_2_d5,False,False,0,38,18,0.85,6227,257,0,6484
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tli_vision,2,True,1,0,True,True,,astra_tli_vision_2_d1,False,False,1,38,18,0.2,4026,361,76,4387
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tli_vision,2,True,2,25,True,True,,astra_tli_vision_2_d2,False,False,1,38,18,0.2,5380,273,0,5653
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tli_vision,2,True,3,50,True,True,,astra_tli_vision_2_d3,False,True,1,38,18,0.7,5707,313,32,6020
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tli_vision,2,True,4,75,True,True,,astra_tli_vision_2_d4,False,True,1,38,18,0.85,6059,281,0,6340
libero_spatial_ood:seed19:task8:state0,libero_spatial_ood,astra_tli_vision,2,True,5,100,True,True,,astra_tli_vision_2_d5,False,False,1,38,18,0.85,6395,283,0,6678
